site_id,dataset,path,file_name,exists,mtime,size_bytes,feeds
UK-GaB,era5_yy,data/extracted/EUF_UK-GaB_FLUXNET_2022-2024_v1.3_r1/EUF_UK-GaB_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,EUF_UK-GaB_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T17:22:34,3554,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
UK-GaB,fluxmet_yy,data/extracted/EUF_UK-GaB_FLUXNET_2022-2024_v1.3_r1/EUF_UK-GaB_FLUXNET_FLUXMET_YY_2022-2024_v1.3_r1.csv,EUF_UK-GaB_FLUXNET_FLUXMET_YY_2022-2024_v1.3_r1.csv,TRUE,2026-06-01T17:22:34,13244,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
UK-Gnn,era5_yy,data/extracted/EUF_UK-Gnn_FLUXNET_2022-2024_v1.3_r1/EUF_UK-Gnn_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,EUF_UK-Gnn_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T17:22:34,3557,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
UK-Gnn,fluxmet_yy,data/extracted/EUF_UK-Gnn_FLUXNET_2022-2024_v1.3_r1/EUF_UK-Gnn_FLUXNET_FLUXMET_YY_2022-2024_v1.3_r1.csv,EUF_UK-Gnn_FLUXNET_FLUXMET_YY_2022-2024_v1.3_r1.csv,TRUE,2026-06-01T17:22:34,13234,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
UK-Gwr,era5_yy,data/extracted/EUF_UK-Gwr_FLUXNET_2022-2024_v1.3_r1/EUF_UK-Gwr_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,EUF_UK-Gwr_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T17:22:34,3515,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
UK-Gwr,fluxmet_yy,data/extracted/EUF_UK-Gwr_FLUXNET_2022-2024_v1.3_r1/EUF_UK-Gwr_FLUXNET_FLUXMET_YY_2022-2024_v1.3_r1.csv,EUF_UK-Gwr_FLUXNET_FLUXMET_YY_2022-2024_v1.3_r1.csv,TRUE,2026-06-01T17:22:34,13105,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
UK-HgF,era5_yy,data/extracted/EUF_UK-HgF_FLUXNET_2023-2024_v1.3_r1/EUF_UK-HgF_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,EUF_UK-HgF_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T17:22:34,3604,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
UK-HgF,fluxmet_yy,data/extracted/EUF_UK-HgF_FLUXNET_2023-2024_v1.3_r1/EUF_UK-HgF_FLUXNET_FLUXMET_YY_2023-2024_v1.3_r1.csv,EUF_UK-HgF_FLUXNET_FLUXMET_YY_2023-2024_v1.3_r1.csv,TRUE,2026-06-01T17:22:34,6124,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
UK-HpF,era5_yy,data/extracted/EUF_UK-HpF_FLUXNET_2023-2024_v1.3_r1/EUF_UK-HpF_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,EUF_UK-HpF_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T17:22:34,3622,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
UK-HpF,fluxmet_yy,data/extracted/EUF_UK-HpF_FLUXNET_2023-2024_v1.3_r1/EUF_UK-HpF_FLUXNET_FLUXMET_YY_2023-2024_v1.3_r1.csv,EUF_UK-HpF_FLUXNET_FLUXMET_YY_2023-2024_v1.3_r1.csv,TRUE,2026-06-01T17:22:34,6623,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A03,era5_yy,data/extracted/AMF_US-A03_FLUXNET_2015-2021_v1.3_r1/AMF_US-A03_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-A03_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3740,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A03,fluxmet_yy,data/extracted/AMF_US-A03_FLUXNET_2015-2021_v1.3_r1/AMF_US-A03_FLUXNET_FLUXMET_YY_2015-2021_v1.3_r1.csv,AMF_US-A03_FLUXNET_FLUXMET_YY_2015-2021_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,22732,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A10,era5_yy,data/extracted/AMF_US-A10_FLUXNET_2011-2022_v1.3_r1/AMF_US-A10_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-A10_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3745,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A10,fluxmet_yy,data/extracted/AMF_US-A10_FLUXNET_2011-2022_v1.3_r1/AMF_US-A10_FLUXNET_FLUXMET_YY_2011-2022_v1.3_r1.csv,AMF_US-A10_FLUXNET_FLUXMET_YY_2011-2022_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,26000,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A32,era5_yy,data/extracted/AMF_US-A32_FLUXNET_2015-2017_v1.3_r1/AMF_US-A32_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-A32_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3732,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A32,fluxmet_yy,data/extracted/AMF_US-A32_FLUXNET_2015-2017_v1.3_r1/AMF_US-A32_FLUXNET_FLUXMET_YY_2015-2017_v1.3_r1.csv,AMF_US-A32_FLUXNET_FLUXMET_YY_2015-2017_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,12299,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A37,era5_yy,data/extracted/AMF_US-A37_FLUXNET_2024-2024_v1.3_r1/AMF_US-A37_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-A37_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3656,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A37,fluxmet_yy,data/extracted/AMF_US-A37_FLUXNET_2024-2024_v1.3_r1/AMF_US-A37_FLUXNET_FLUXMET_YY_2024-2024_v1.3_r1.csv,AMF_US-A37_FLUXNET_FLUXMET_YY_2024-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,4897,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A39,era5_yy,data/extracted/AMF_US-A39_FLUXNET_2024-2024_v1.3_r1/AMF_US-A39_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-A39_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3676,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A39,fluxmet_yy,data/extracted/AMF_US-A39_FLUXNET_2024-2024_v1.3_r1/AMF_US-A39_FLUXNET_FLUXMET_YY_2024-2024_v1.3_r1.csv,AMF_US-A39_FLUXNET_FLUXMET_YY_2024-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,4911,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A74,era5_yy,data/extracted/AMF_US-A74_FLUXNET_2016-2017_v1.3_r1/AMF_US-A74_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-A74_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3701,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-A74,fluxmet_yy,data/extracted/AMF_US-A74_FLUXNET_2016-2017_v1.3_r1/AMF_US-A74_FLUXNET_FLUXMET_YY_2016-2017_v1.3_r1.csv,AMF_US-A74_FLUXNET_FLUXMET_YY_2016-2017_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,6089,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ABa,era5_yy,data/extracted/AMF_US-ABa_FLUXNET_2013-2015_v1.3_r1/AMF_US-ABa_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ABa_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3798,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ABa,fluxmet_yy,data/extracted/AMF_US-ABa_FLUXNET_2013-2015_v1.3_r1/AMF_US-ABa_FLUXNET_FLUXMET_YY_2013-2015_v1.3_r1.csv,AMF_US-ABa_FLUXNET_FLUXMET_YY_2013-2015_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,12300,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ABb,era5_yy,data/extracted/AMF_US-ABb_FLUXNET_2013-2015_v1.3_r1/AMF_US-ABb_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ABb_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3794,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ABb,fluxmet_yy,data/extracted/AMF_US-ABb_FLUXNET_2013-2015_v1.3_r1/AMF_US-ABb_FLUXNET_FLUXMET_YY_2013-2015_v1.3_r1.csv,AMF_US-ABb_FLUXNET_FLUXMET_YY_2013-2015_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,12494,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ABc,era5_yy,data/extracted/AMF_US-ABc_FLUXNET_2013-2015_v1.3_r1/AMF_US-ABc_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ABc_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3793,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ABc,fluxmet_yy,data/extracted/AMF_US-ABc_FLUXNET_2013-2015_v1.3_r1/AMF_US-ABc_FLUXNET_FLUXMET_YY_2013-2015_v1.3_r1.csv,AMF_US-ABc_FLUXNET_FLUXMET_YY_2013-2015_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,12026,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ABd,era5_yy,data/extracted/AMF_US-ABd_FLUXNET_2013-2015_v1.3_r1/AMF_US-ABd_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ABd_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3790,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ABd,fluxmet_yy,data/extracted/AMF_US-ABd_FLUXNET_2013-2015_v1.3_r1/AMF_US-ABd_FLUXNET_FLUXMET_YY_2013-2015_v1.3_r1.csv,AMF_US-ABd_FLUXNET_FLUXMET_YY_2013-2015_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,12058,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ABe,era5_yy,data/extracted/AMF_US-ABe_FLUXNET_2013-2015_v1.3_r1/AMF_US-ABe_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ABe_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3798,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ABe,fluxmet_yy,data/extracted/AMF_US-ABe_FLUXNET_2013-2015_v1.3_r1/AMF_US-ABe_FLUXNET_FLUXMET_YY_2013-2015_v1.3_r1.csv,AMF_US-ABe_FLUXNET_FLUXMET_YY_2013-2015_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,12130,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ADR,era5_yy,data/extracted/AMF_US-ADR_FLUXNET_2011-2017_v1.3_r1/AMF_US-ADR_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ADR_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3743,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ADR,fluxmet_yy,data/extracted/AMF_US-ADR_FLUXNET_2011-2017_v1.3_r1/AMF_US-ADR_FLUXNET_FLUXMET_YY_2011-2017_v1.3_r1.csv,AMF_US-ADR_FLUXNET_FLUXMET_YY_2011-2017_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,21206,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ALQ,era5_yy,data/extracted/AMF_US-ALQ_FLUXNET_2015-2025_v1.3_r1/AMF_US-ALQ_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ALQ_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3565,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ALQ,fluxmet_yy,data/extracted/AMF_US-ALQ_FLUXNET_2015-2025_v1.3_r1/AMF_US-ALQ_FLUXNET_FLUXMET_YY_2015-2025_v1.3_r1.csv,AMF_US-ALQ_FLUXNET_FLUXMET_YY_2015-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,22853,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-AR1,era5_yy,data/extracted/AMF_US-AR1_FLUXNET_2009-2012_v1.3_r1/AMF_US-AR1_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-AR1_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3699,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-AR1,fluxmet_yy,data/extracted/AMF_US-AR1_FLUXNET_2009-2012_v1.3_r1/AMF_US-AR1_FLUXNET_FLUXMET_YY_2009-2012_v1.3_r1.csv,AMF_US-AR1_FLUXNET_FLUXMET_YY_2009-2012_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,15298,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-AR2,era5_yy,data/extracted/AMF_US-AR2_FLUXNET_2009-2012_v1.3_r1/AMF_US-AR2_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-AR2_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3722,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-AR2,fluxmet_yy,data/extracted/AMF_US-AR2_FLUXNET_2009-2012_v1.3_r1/AMF_US-AR2_FLUXNET_FLUXMET_YY_2009-2012_v1.3_r1.csv,AMF_US-AR2_FLUXNET_FLUXMET_YY_2009-2012_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,15161,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ARM,era5_yy,data/extracted/AMF_US-ARM_FLUXNET_2003-2025_v1.3_r1/AMF_US-ARM_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ARM_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-02T10:06:03,3731,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ARM,fluxmet_yy,data/extracted/AMF_US-ARM_FLUXNET_2003-2025_v1.3_r1/AMF_US-ARM_FLUXNET_FLUXMET_YY_2003-2025_v1.3_r1.csv,AMF_US-ARM_FLUXNET_FLUXMET_YY_2003-2025_v1.3_r1.csv,TRUE,2026-06-02T10:06:03,73642,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ARb,era5_yy,data/extracted/AMF_US-ARb_FLUXNET_2005-2006_v1.3_r1/AMF_US-ARb_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ARb_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3732,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ARb,fluxmet_yy,data/extracted/AMF_US-ARb_FLUXNET_2005-2006_v1.3_r1/AMF_US-ARb_FLUXNET_FLUXMET_YY_2005-2006_v1.3_r1.csv,AMF_US-ARb_FLUXNET_FLUXMET_YY_2005-2006_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,5536,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ARc,era5_yy,data/extracted/AMF_US-ARc_FLUXNET_2005-2006_v1.3_r1/AMF_US-ARc_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ARc_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3746,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ARc,fluxmet_yy,data/extracted/AMF_US-ARc_FLUXNET_2005-2006_v1.3_r1/AMF_US-ARc_FLUXNET_FLUXMET_YY_2005-2006_v1.3_r1.csv,AMF_US-ARc_FLUXNET_FLUXMET_YY_2005-2006_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,5537,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ASH,era5_yy,data/extracted/AMF_US-ASH_FLUXNET_2016-2016_v1.3_r1/AMF_US-ASH_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ASH_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3757,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ASH,fluxmet_yy,data/extracted/AMF_US-ASH_FLUXNET_2016-2016_v1.3_r1/AMF_US-ASH_FLUXNET_FLUXMET_YY_2016-2016_v1.3_r1.csv,AMF_US-ASH_FLUXNET_FLUXMET_YY_2016-2016_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,4104,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ASM,era5_yy,data/extracted/AMF_US-ASM_FLUXNET_2016-2016_v1.3_r1/AMF_US-ASM_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-ASM_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3749,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-ASM,fluxmet_yy,data/extracted/AMF_US-ASM_FLUXNET_2016-2016_v1.3_r1/AMF_US-ASM_FLUXNET_FLUXMET_YY_2016-2016_v1.3_r1.csv,AMF_US-ASM_FLUXNET_FLUXMET_YY_2016-2016_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,4116,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-Akn,era5_yy,data/extracted/AMF_US-Akn_FLUXNET_2011-2022_v1.3_r1/AMF_US-Akn_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-Akn_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3707,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-Akn,fluxmet_yy,data/extracted/AMF_US-Akn_FLUXNET_2011-2022_v1.3_r1/AMF_US-Akn_FLUXNET_FLUXMET_YY_2011-2022_v1.3_r1.csv,AMF_US-Akn_FLUXNET_FLUXMET_YY_2011-2022_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,22444,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-Aud,era5_yy,data/extracted/AMF_US-Aud_FLUXNET_2002-2024_v1.3_r1/AMF_US-Aud_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-Aud_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-02T10:06:03,3753,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-Aud,fluxmet_yy,data/extracted/AMF_US-Aud_FLUXNET_2002-2024_v1.3_r1/AMF_US-Aud_FLUXNET_FLUXMET_YY_2002-2024_v1.3_r1.csv,AMF_US-Aud_FLUXNET_FLUXMET_YY_2002-2024_v1.3_r1.csv,TRUE,2026-06-02T10:06:03,59159,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-BRG,era5_yy,data/extracted/AMF_US-BRG_FLUXNET_2017-2020_v1.3_r1/AMF_US-BRG_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-BRG_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3735,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-BRG,fluxmet_yy,data/extracted/AMF_US-BRG_FLUXNET_2017-2020_v1.3_r1/AMF_US-BRG_FLUXNET_FLUXMET_YY_2017-2020_v1.3_r1.csv,AMF_US-BRG_FLUXNET_FLUXMET_YY_2017-2020_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,14758,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-BZB,era5_yy,data/extracted/AMF_US-BZB_FLUXNET_2011-2025_v1.3_r1/AMF_US-BZB_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-BZB_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-02T10:06:03,3672,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-BZB,fluxmet_yy,data/extracted/AMF_US-BZB_FLUXNET_2011-2025_v1.3_r1/AMF_US-BZB_FLUXNET_FLUXMET_YY_2011-2025_v1.3_r1.csv,AMF_US-BZB_FLUXNET_FLUXMET_YY_2011-2025_v1.3_r1.csv,TRUE,2026-06-02T10:06:03,43313,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
US-BZF,era5_yy,data/extracted/AMF_US-BZF_FLUXNET_2011-2025_v1.3_r1/AMF_US-BZF_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_US-BZF_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T17:22:33,3711,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
