site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id
US-MZA,30,504.2912,NA,NA,NA,NA,NA,NA,NA,NA,962,940,FALSE,0.5242112266112267,NA,NA,0.53648,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-MZA_FLUXNET_2024-2025_v1.3_r1.zip,10.17190/AMF/3027375
US-Me1,30,166.06796666666668,2,160.96300000000002,13,0.4408461538461539,161.10923076923078,24,13,0.45833333333333337,608,704.61,FALSE,0.27313810307017544,1.0317151560710638,1.0307787199638405,0.23568778000123,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Me1_FLUXNET_2004-2005_v1.3_r1.zip,10.17190/AMF/1902834
US-Me3,30,383.19306666666665,6,377.18333333333334,8,1.465,537.1155,72,8,0.8888888888888888,537,719,FALSE,0.713581129733085,1.0159331889885554,0.713427682996798,0.5329528048215113,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Me3_FLUXNET_2004-2009_v1.3_r1.zip,10.17190/AMF/1902835
US-Me5,30,479.1358,3,402.4526666666667,NA,NA,NA,36,0,1,821,590.81,FALSE,0.5836002436053593,1.1905395085798909,NA,0.8109811953081364,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Me5_FLUXNET_2000-2002_v1.3_r1.zip,10.17190/AMF/3365266
US-Me6,30,322.80733333333336,11,306.74554545454544,2,1.981,736.932,132,2,0.9848484848484849,537,494,FALSE,0.601130974549969,1.0523619270655977,0.43804222551515387,0.6534561403508773,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Me6_FLUXNET_2010-2025_v1.3_r1.zip,10.17190/AMF/2204871
US-Me7,30,2553.5444666666667,NA,NA,NA,NA,NA,NA,NA,NA,821,523,FALSE,3.110285586682907,NA,NA,4.88249420012747,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Me7_FLUXNET_2022-2023_v1.3_r1.zip,10.17190/AMF/3027360
US-Mo1,30,921.9112666666666,6,981.7786666666666,10,2.619,956.7515999999999,72,10,0.8611111111111112,1014,981,FALSE,0.9091827087442471,0.9390214902476323,0.9635847660632777,0.939766836561332,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Mo1_FLUXNET_2015-2024_v1.3_r1.zip,10.17190/AMF/2229382
US-Mo2,30,743.9494666666667,3,795.3380000000001,11,2.144636363636364,784.4956363636364,36,11,0.6944444444444444,1018,981,FALSE,0.7307951538965292,0.9353878057714665,0.9483156211232571,0.7583582738702005,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Mo2_FLUXNET_2018-2024_v1.3_r1.zip,10.17190/AMF/2229383
US-Mo3,30,937.9848666666667,5,957.4154,5,1.7748,650.0904,60,5,0.9166666666666666,1017,981,FALSE,0.9223056702720419,0.9797052216484785,1.442852973473638,0.9561517499150527,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Mo3_FLUXNET_2016-2023_v1.3_r1.zip,10.17190/AMF/2229384
US-Mpj,30,416.3135,13,352.1273076923077,NA,NA,NA,156,0,1,407,385,FALSE,1.0228832923832922,1.1822812116684198,NA,1.081333766233766,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Mpj_FLUXNET_2008-2025_v1.3_r1.zip,10.17190/AMF/1832161
US-MtB,30,624.9588,12,565.1541666666667,10,1.0266,373.02959999999996,144,10,0.9305555555555556,717,790,FALSE,0.8716301255230126,1.105820034356407,1.6753598105887577,0.7910870886075949,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-MtB_FLUXNET_2009-2024_v1.3_r1.zip,10.17190/AMF/2571103
US-Myb,30,273.38203333333337,11,256.8328181818182,66,0.6686969696969697,242.56072727272726,132,66,0.5,356,338,FALSE,0.7679270599250937,1.0644357495614114,1.1270663491454314,0.8088225838264301,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Myb_FLUXNET_2010-2025_v1.3_r1.zip,10.17190/AMF/1871139
US-NC1,30,1132.5543,8,1074.235125,NA,NA,NA,96,0,1,1248,1320,FALSE,0.9074954326923077,1.0542890226196988,NA,0.8579956818181819,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NC1_FLUXNET_2005-2012_v1.3_r1.zip,10.17190/AMF/1902836
US-NC2,30,1239.1141,16,1276.769875,7,2.4657142857142857,894.0942857142857,192,7,0.9635416666666666,1252,1320,FALSE,0.9897077476038338,0.9705069991567588,1.3858875062713105,0.9387228030303031,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NC2_FLUXNET_2005-2025_v1.3_r1.zip,10.17190/AMF/3027320
US-NC3,30,1449.9727333333333,8,1614.565375,1,1.779,661.788,96,1,0.9895833333333334,1254,1320,FALSE,1.156278096757044,0.898057617105367,2.1909927852021087,1.098464191919192,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NC3_FLUXNET_2013-2021_v1.3_r1.zip,10.17190/AMF/2204872
US-NC4,30,889.0554333333333,12,975.3451666666667,4,2.67,986.6759999999999,144,4,0.9722222222222222,1327,1311,FALSE,0.6699739512685254,0.9115290296375419,0.9010611723943153,0.6781505975082635,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NC4_FLUXNET_2009-2025_v1.3_r1.zip,10.17190/AMF/1902837
US-NC5,30,636.7941,NA,NA,NA,NA,NA,NA,NA,NA,1142,1330,FALSE,0.557613047285464,NA,NA,0.4787925563909774,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NC5_FLUXNET_2025-2025_v1.3_r1.zip,10.17190/AMF/3365277
US-NGB,30,914.8648666666667,9,1016.1852222222223,108,2.775990740740741,1016.1852222222223,108,108,0,109,171,FALSE,8.393255657492356,0.9002934176370078,0.9002934176370078,5.35008693957115,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NGB_FLUXNET_2012-2023_v1.3_r1.zip,10.17190/AMF/1832162
US-NGC,30,2398.5839333333333,4,2868.09975,48,7.8874375,2868.09975,48,48,0,413,NA,FALSE,5.807709281678774,0.8362972498893504,0.8362972498893504,NA,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NGC_FLUXNET_2017-2023_v1.3_r1.zip,10.17190/AMF/1902838
US-NR1,30,709.2242,23,660.3161304347826,175,1.8317542857142857,670.8702171428572,276,175,0.3659420289855072,567,800,FALSE,1.250836331569665,1.07406765836996,1.057170495689147,0.88653025,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NR1_FLUXNET_1998-2025_v1.3_r1.zip,10.17190/AMF/1871141
US-NR3,30,2853.9561,14,2745.3819285714285,168,7.497303571428572,2745.381928571429,168,168,0,686,884,FALSE,4.160285860058309,1.039547929670051,1.0395479296700507,3.2284571266968323,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NR3_FLUXNET_2007-2024_v1.3_r1.zip,10.17190/AMF/3365271
US-NSa,30,1815.2084,NA,NA,NA,NA,NA,NA,NA,NA,299,NA,FALSE,6.070931103678929,NA,NA,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NSa_FLUXNET_2023-2025_v1.3_r1.zip,10.17190/AMF/3027367
US-NSb,30,900.7200333333333,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,FALSE,5.236744379844961,NA,NA,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-NSb_FLUXNET_2023-2025_v1.3_r1.zip,10.17190/AMF/3027368
US-Ne1,30,3120.004,20,3059.5754,240,8.36335,3059.5754,240,240,0,799,790.37,FALSE,3.904886107634543,1.0197506490606507,1.0197506490606507,3.9475233118665938,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ne1_FLUXNET_2001-2024_v1.3_r1.zip,10.17190/AMF/1871140
US-Ne2,30,3120.004,20,3059.5754,240,8.36335,3059.5754,240,240,0,799,788.89,FALSE,3.904886107634543,1.0197506490606507,1.0197506490606507,3.9549290775646795,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ne2_FLUXNET_2001-2024_v1.3_r1.zip,10.17190/AMF/2574638
US-Ne3,30,3120.004,20,3059.5754,240,8.36335,3059.5754,240,240,0,797,783.68,FALSE,3.9146850690087827,1.0197506490606507,1.0197506490606507,3.9812219273172724,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ne3_FLUXNET_2001-2024_v1.3_r1.zip,10.17190/AMF/3028954
US-ONA,30,733.493,5,1062.7374,NA,NA,NA,60,0,1,1285,1268,FALSE,0.570811673151751,0.6901921396574545,NA,0.5784645110410095,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ONA_FLUXNET_2016-2022_v1.3_r1.zip,10.17190/AMF/1832163
US-OPE,30,891.1683333333333,NA,NA,NA,NA,NA,NA,NA,NA,1127,1192,FALSE,0.7907438627624963,NA,NA,0.7476244407158836,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-OPE_FLUXNET_2022-2022_v1.3_r1.zip,10.17190/AMF/3027345
US-OWC,30,564.5961666666667,6,604.0511666666666,41,1.6819268292682927,612.507512195122,72,41,0.4305555555555556,897,930,FALSE,0.6294271646228169,0.9346826855451263,0.921778354429076,0.6070926523297492,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-OWC_FLUXNET_2015-2025_v1.3_r1.zip,10.17190/AMF/1871142
US-Oho,30,839.0880999999999,10,832.9545,NA,NA,NA,120,0,1,855,849,FALSE,0.9813895906432748,1.007363667523256,NA,0.9883252061248528,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Oho_FLUXNET_2004-2013_v1.3_r1.zip,10.17190/AMF/2229385
US-PAS,30,4443.1348333333335,NA,NA,NA,NA,NA,NA,NA,NA,1285,1268,FALSE,3.457692477302205,NA,NA,3.504049553101998,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PAS_FLUXNET_2021-2022_v1.3_r1.zip,10.17190/AMF/2571135
US-PFL,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,825,823,FALSE,3.8336267474747476,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFL_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469458
US-PFb,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,829,823,FALSE,3.815129151588259,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFb_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469454
US-PFc,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,829,823,FALSE,3.815129151588259,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFc_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469455
US-PFd,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,829,823,FALSE,3.815129151588259,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFd_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469456
US-PFf,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,825,823,FALSE,3.8336267474747476,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFf_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/3027335
US-PFg,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,828,823,FALSE,3.8197367954911434,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFg_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571124
US-PFh,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFh_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571125
US-PFi,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,834,823,FALSE,3.7922566746602717,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFi_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571126
US-PFj,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,834,823,FALSE,3.7922566746602717,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFj_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571127
US-PFk,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,817,823,FALSE,3.871165320277438,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFk_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469457
US-PFm,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,825,823,FALSE,3.8336267474747476,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFm_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469459
US-PFn,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,824,823,FALSE,3.838279207119741,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFn_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469460
US-PFp,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,824,823,FALSE,3.838279207119741,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFp_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469461
US-PFq,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFq_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469462
US-PFr,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFr_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2571128
US-PFt,30,3162.7420666666667,1,3818.9120000000003,12,10.492583333333334,3818.912,12,12,0,827,823,FALSE,3.824355582426441,0.8281788285948108,0.828178828594811,3.8429429728635074,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PFt_FLUXNET_2019-2019_v1.3_r1.zip,10.17190/AMF/2469463
US-PLo,30,4001.626133333333,NA,NA,NA,NA,NA,NA,NA,NA,1098,1262,FALSE,3.6444682452944748,NA,NA,3.170860644479662,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PLo_FLUXNET_2022-2023_v1.3_r1.zip,10.17190/AMF/3027350
US-PSH,30,900.7205,1,888.601,12,2.40175,888.601,12,12,0,171,191,FALSE,5.26737134502924,1.0136388547840933,1.0136388547840933,4.715814136125655,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PSH_FLUXNET_2016-2016_v1.3_r1.zip,10.17190/AMF/2469464
US-PSL,30,1206.1900666666666,1,1400.7269999999999,12,3.798666666666666,1400.7269999999999,12,12,0,226,311,FALSE,5.33712418879056,0.8611171674899296,0.8611171674899296,3.8784246516613075,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-PSL_FLUXNET_2016-2016_v1.3_r1.zip,10.17190/AMF/2469465
US-Prr,30,375.2394,11,374.2210909090909,11,0.8206363636363636,300.4538181818182,132,11,0.9166666666666666,319,275,FALSE,1.1762990595611285,1.002721142970417,1.248908741685305,1.364506909090909,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Prr_FLUXNET_2010-2022_v1.3_r1.zip,10.17190/AMF/2571106
US-RC1,30,510.87426666666664,6,511.4145,10,1.9683000000000002,719.6112,72,10,0.8611111111111112,611,550,FALSE,0.8361280960174576,0.9989436487754388,0.7099309553084591,0.928862303030303,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RC1_FLUXNET_2011-2016_v1.3_r1.zip,10.17190/AMF/3027328
US-RC2,30,441.5242666666667,5,443.0386,8,1.92075,705.8085,60,8,0.8666666666666667,611,550,FALSE,0.7226256410256411,0.9965819381576836,0.6255581601336151,0.802771393939394,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RC2_FLUXNET_2012-2016_v1.3_r1.zip,10.17190/AMF/3027327
US-RC3,30,258.66540000000003,5,255.4586,3,1.5553333333333335,574.872,60,3,0.95,260,280,FALSE,0.9948669230769233,1.012553110367003,0.4499530330230035,0.9238050000000001,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RC3_FLUXNET_2012-2016_v1.3_r1.zip,10.17190/AMF/3365268
US-RC4,30,634.6162666666667,5,636.832,9,2.7493333333333334,1008.0773333333333,60,9,0.85,678,680,FALSE,0.9360121927236972,0.9965206941024739,0.6295313322522875,0.9332592156862745,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RC4_FLUXNET_2012-2016_v1.3_r1.zip,10.17190/AMF/3027329
US-RC5,30,136.2416,3,113.92166666666668,8,0.445125,163.7415,36,8,0.7777777777777778,190,230,FALSE,0.7170610526315789,1.1959235146957703,0.832052961527774,0.5923547826086957,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RC5_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3027330
US-RGA,30,1105.6634666666666,NA,NA,NA,NA,NA,NA,NA,NA,1291,1250,FALSE,0.8564395558998192,NA,NA,0.8845307733333333,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RGA_FLUXNET_2021-2024_v1.3_r1.zip,10.17190/AMF/2204873
US-RGB,30,438.8813,NA,NA,NA,NA,NA,NA,NA,NA,573,737,FALSE,0.7659359511343805,NA,NA,0.5954970149253731,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RGB_FLUXNET_2021-2024_v1.3_r1.zip,10.17190/AMF/2204874
US-RGF,30,276.97476666666665,NA,NA,NA,NA,NA,NA,NA,NA,287,31,FALSE,0.9650688734030197,NA,NA,8.934669892473117,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RGF_FLUXNET_2023-2024_v1.3_r1.zip,10.17190/AMF/2469466
US-RGW,30,1283.4840666666666,NA,NA,NA,NA,NA,NA,NA,NA,1340,1283,FALSE,0.9578239303482587,NA,NA,1.0003772928033254,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RGW_FLUXNET_2022-2024_v1.3_r1.zip,10.17190/AMF/2469467
US-RGo,30,381.3772333333333,NA,NA,NA,NA,NA,NA,NA,NA,560,610,FALSE,0.6810307738095238,NA,NA,0.6252085792349726,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RGo_FLUXNET_2021-2024_v1.3_r1.zip,10.17190/AMF/2204875
US-RRC,30,1228.6875666666667,NA,NA,NA,NA,NA,NA,NA,NA,1137,1117,FALSE,1.080639900322486,NA,NA,1.09998886899433,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-RRC_FLUXNET_2022-2024_v1.3_r1.zip,10.17190/AMF/2469469
US-Rls,30,1305.9504666666667,7,1311.5402857142858,84,3.5994404761904764,1311.5402857142858,84,84,0,375,333,FALSE,3.482534577777778,0.9957379738094931,0.9957379738094931,3.921773173173173,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rls_FLUXNET_2014-2023_v1.3_r1.zip,10.17190/AMF/2229387
US-Rms,30,1484.0106,7,1506.3335714285713,84,4.132892857142857,1506.3335714285713,84,84,0,448,800,FALSE,3.312523660714286,0.9851805922327014,0.9851805922327014,1.85501325,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rms_FLUXNET_2014-2023_v1.3_r1.zip,10.17190/AMF/1881587
US-Ro1,30,812.8240000000001,13,789.1563846153846,8,2.7455,1005.477,156,8,0.9487179487179487,768,879,FALSE,1.0583645833333335,1.0299910332679505,0.8083964128468379,0.9247144482366326,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro1_FLUXNET_2004-2016_v1.3_r1.zip,10.17190/AMF/1881588
US-Ro2,30,823.6855333333333,9,828.0791111111112,8,2.78225,1018.9380000000001,108,8,0.9259259259259259,768,879,FALSE,1.072507204861111,0.9946942535817833,0.8083764991916419,0.9370711414486158,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro2_FLUXNET_2008-2016_v1.3_r1.zip,10.17190/AMF/2204876
US-Ro3,30,805.9235333333334,4,719.9982500000001,NA,NA,NA,48,0,1,768,879,FALSE,1.0493796006944445,1.1193409613611327,NA,0.9168640879787637,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro3_FLUXNET_2004-2007_v1.3_r1.zip,10.17190/AMF/2469468
US-Ro4,30,779.9887,7,947.0602857142857,12,2.4111666666666665,878.1599999999999,84,12,0.8571428571428572,766,879,FALSE,1.0182620104438642,0.8235892812374895,0.8882079575475996,0.8873591581342435,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro4_FLUXNET_2014-2025_v1.3_r1.zip,10.17190/AMF/1881589
US-Ro5,30,753.4834333333333,4,922.38125,NA,NA,NA,48,0,1,766,879,FALSE,0.9836598346388163,0.8168893647104528,NA,0.8572052711414486,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro5_FLUXNET_2017-2024_v1.3_r1.zip,10.17190/AMF/1818371
US-Ro6,30,753.4834333333333,4,922.38125,NA,NA,NA,48,0,1,766,879,FALSE,0.9836598346388163,0.8168893647104528,NA,0.8572052711414486,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ro6_FLUXNET_2017-2024_v1.3_r1.zip,10.17190/AMF/1881590
US-Rpf,30,320.1290666666667,13,332.592,18,0.937,343.3313333333333,156,18,0.8846153846153846,321,450,FALSE,0.9972868120456906,0.9625278619650103,0.9324201888554692,0.711397925925926,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rpf_FLUXNET_2008-2024_v1.3_r1.zip,10.17190/AMF/2229388
US-Rwe,30,1484.0106,5,1546.0077999999999,60,4.236566666666667,1546.0077999999999,60,60,0,463,800,FALSE,3.2052064794816415,0.9598985205637386,0.9598985205637386,1.85501325,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rwe_FLUXNET_2003-2007_v1.3_r1.zip,10.17190/AMF/1871143
US-Rwf,30,1484.0106,7,1506.3335714285713,84,4.132892857142857,1506.3335714285713,84,84,0,449,505,FALSE,3.3051461024498887,0.9851805922327014,0.9851805922327014,2.9386348514851486,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rwf_FLUXNET_2014-2023_v1.3_r1.zip,10.17190/AMF/1881591
US-Rws,30,1305.9504666666667,7,1311.5402857142858,84,3.5994404761904764,1311.5402857142858,84,84,0,309,290,FALSE,4.226376914778856,0.9957379738094931,0.9957379738094931,4.503277471264368,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Rws_FLUXNET_2014-2023_v1.3_r1.zip,10.17190/AMF/1881592
US-SD1,30,960.3414666666666,NA,NA,NA,NA,NA,NA,NA,NA,970,946.16,FALSE,0.9900427491408934,NA,NA,1.014988444519602,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SD1_FLUXNET_2023-2025_v1.3_r1.zip,10.17190/AMF/3027381
US-SD2,30,397.94016666666664,NA,NA,NA,NA,NA,NA,NA,NA,966,NA,FALSE,0.4119463423050379,NA,NA,NA,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SD2_FLUXNET_2023-2025_v1.3_r1.zip,10.17190/AMF/3027382
US-SHC,30,844.1197,4,996.70175,8,5.148875,1847.5815,48,8,0.8333333333333334,825,827,FALSE,1.023175393939394,0.8469130309041797,0.45687819454784534,1.020700967351874,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SHC_FLUXNET_2017-2020_v1.3_r1.zip,10.17190/AMF/2571110
US-SP1,30,1706.5929666666666,21,1654.6109523809523,91,4.394945054945055,1609.0550769230772,252,91,0.6388888888888888,1307,1309.77,FALSE,1.3057329507778628,1.0314164572710662,1.0606181175165903,1.3029714886328643,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SP1_FLUXNET_2000-2020_v1.3_r1.zip,10.17190/AMF/2469470
US-SRC,30,327.47316666666666,7,297.53242857142857,8,1.70425,624.1995000000001,84,8,0.9047619047619048,395,330,FALSE,0.8290459915611814,1.1006301674039212,0.5246290115046017,0.9923429292929292,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SRC_FLUXNET_2008-2014_v1.3_r1.zip,10.17190/AMF/1871145
US-SRG,30,434.6741,13,411.3008461538462,2,0.762,272.18399999999997,156,2,0.9871794871794872,566,420,FALSE,0.7679754416961131,1.0568276337496547,1.5969862299033009,1.0349383333333333,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SRG_FLUXNET_2008-2025_v1.3_r1.zip,10.17190/AMF/2204877
US-SRM,30,378.2395,17,350.10229411764703,NA,NA,NA,204,0,1,474,380,FALSE,0.7979736286919832,1.080368527584963,NA,0.995367105263158,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SRM_FLUXNET_2004-2025_v1.3_r1.zip,10.17190/AMF/2475756
US-SRS,30,409.9934,8,403.030875,4,0.22625,79.44,96,4,0.9583333333333334,474,388,FALSE,0.8649649789029537,1.0172754134531257,5.161044813695871,1.0566840206185568,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SRS_FLUXNET_2011-2018_v1.3_r1.zip,10.17190/AMF/2204878
US-SSH,30,934.9181666666667,5,1106.3652,NA,NA,NA,60,0,1,989,1050,FALSE,0.9453166498146276,0.8450357681773313,NA,0.890398253968254,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-SSH_FLUXNET_2016-2021_v1.3_r1.zip,10.17190/AMF/2469471
US-Sag,30,22.827066666666667,1,29.215,8,0.049875,18.295499999999997,12,8,0.33333333333333337,179,121,FALSE,0.12752551210428306,0.7813474813166752,1.247687500569357,0.1886534435261708,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Sag_FLUXNET_1996-1996_v1.3_r1.zip,10.17190/AMF/2571113
US-Seg,30,252.56323333333333,14,229.2787142857143,19,0.6377894736842106,234.4642105263158,168,19,0.8869047619047619,255,273.304,FALSE,0.9904440522875817,1.1015555199712224,1.0771931151726293,0.924111002156329,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Seg_FLUXNET_2007-2025_v1.3_r1.zip,10.17190/AMF/1984572
