site_id,ERA_VARIABLE,ERA_SLOPE,ERA_INTERCEPT,ERA_RMSE,ERA_CORRELATION
FR-Aur,SW_IN,1,6.53,72.75,0.9
FR-Aur,LW_IN,1,-0.01,13.4,0.87
FR-Aur,LW_IN_JSB,1,-0,16.07,0.86
FR-Bil,TA,1,0,0.92,0.96
FR-Bil,PA,1,0,0.04,1
FR-Bil,VPD,1,0,1.28,0.91
FR-Bil,WS,1,0.1,0.39,0.68
FR-Bil,P,1,-9999,-9999,-9999
FR-Bil,SW_IN,1,6.31,51.15,0.91
FR-Bil,LW_IN,1,0,6.87,0.87
FR-Bil,LW_IN_JSB,1,-0.01,13.04,0.84
FR-CLt,TA,1,-0,1,0.93
FR-CLt,PA,1,-0,0.02,1
FR-CLt,VPD,1,0,0.73,0.81
FR-CLt,WS,1,0.42,0.62,0.45
FR-CLt,P,1,-9999,-9999,-9999
FR-CLt,SW_IN,1,5.24,46.81,0.9
FR-CLt,LW_IN,1,0,8.4,0.85
FR-CLt,LW_IN_JSB,1,-0.07,11.18,0.8
FR-EM2,TA,1,0,0.6,0.98
FR-EM2,PA,1,0,0.03,1
FR-EM2,VPD,1,0,0.81,0.93
FR-EM2,WS,1,-0.03,0.4,0.84
FR-EM2,P,1,-9999,-9999,-9999
FR-EM2,SW_IN,1,6.17,38.35,0.91
FR-EM2,LW_IN,1,-0,8.9,0.86
FR-EM2,LW_IN_JSB,1,-0,11.76,0.83
FR-FBn,TA,1,-0,1.37,0.95
FR-FBn,PA,1,-0,0.18,0.87
FR-FBn,VPD,1,-0,2.3,0.8
FR-FBn,WS,1,0.14,0.58,0.84
FR-FBn,P,1,-9999,-9999,-9999
FR-FBn,SW_IN,1,5.42,66.81,0.92
FR-FBn,LW_IN,1,0,11.63,0.9
FR-FBn,LW_IN_JSB,1,-0.01,15.21,0.88
FR-Fon,TA,1,0,0.38,0.99
FR-Fon,PA,1,-0,0.02,1
FR-Fon,VPD,1,0,0.53,0.95
FR-Fon,WS,1,0.12,0.25,0.81
FR-Fon,P,1,-9999,-9999,-9999
FR-Fon,SW_IN,1,6.45,31.1,0.9
FR-Fon,LW_IN,1,0,6.48,0.88
FR-Fon,LW_IN_JSB,1,0,9.13,0.83
FR-Gri,TA,1,-0,0.93,0.98
FR-Gri,PA,1,0,0.14,0.98
FR-Gri,VPD,1,-0,1.28,0.93
FR-Gri,WS,1,-0.01,0.67,0.81
FR-Gri,P,1,-9999,-9999,-9999
FR-Gri,SW_IN,1,7.53,67.04,0.9
FR-Gri,LW_IN,1,0,14.6,0.85
FR-Gri,LW_IN_JSB,1,-0,20.54,0.8
FR-Hes,TA,1,-0,1.01,0.98
FR-Hes,PA,1,0,0.08,0.99
FR-Hes,VPD,1,-0,1.36,0.92
FR-Hes,WS,1,0.11,0.63,0.78
FR-Hes,P,1,-9999,-9999,-9999
FR-Hes,SW_IN,1,5.61,72.82,0.9
FR-Hes,LW_IN,1,-0,9.44,0.88
FR-Hes,LW_IN_JSB,1,-0.02,21.74,0.81
FR-LBr,TA,1,-0,0.82,0.97
FR-LBr,PA,1,-0,0.16,0.93
FR-LBr,VPD,1,-0,1.13,0.91
FR-LBr,WS,1,0.2,0.5,0.74
FR-LBr,P,1,-9999,-9999,-9999
FR-LBr,SW_IN,1,5.54,50.53,0.9
FR-LBr,LW_IN,1,-0.06,178531,0
FR-LBr,LW_IN_JSB,1,0.01,13.16,0.83
FR-LGt,TA,1,0,1.17,0.94
FR-LGt,PA,1,0,0.03,1
FR-LGt,VPD,1,0,1.41,0.85
FR-LGt,WS,1,-0.03,0.26,0.54
FR-LGt,P,1,-9999,-9999,-9999
FR-LGt,SW_IN,1,2.86,43.8,0.91
FR-LGt,LW_IN,1,0,8.27,0.87
FR-LGt,LW_IN_JSB,1,-0,12.63,0.84
FR-Lam,TA,1,-0,0.71,0.92
FR-Lam,PA,1,-0,0.02,1
FR-Lam,VPD,1,0,0.53,0.91
FR-Lam,WS,1,-0.02,0.21,0.79
FR-Lam,P,1,-9999,-9999,-9999
FR-Lam,SW_IN,1,8.44,31.17,0.9
FR-Lam,LW_IN,1,0.01,5.64,0.88
FR-Lam,LW_IN_JSB,1,-0.62,7.27,0.79
FR-Lqu,TA,1,0,0.51,0.94
FR-Lqu,PA,1,0,0.02,0.99
FR-Lqu,VPD,1,0,0.54,0.8
FR-Lqu,WS,1,0.23,0.88,0.4
FR-Lqu,P,1,-9999,-9999,-9999
FR-Lqu,SW_IN,1,4.92,22.23,0.89
FR-Lqu,LW_IN,1,0,4.56,0.85
FR-Lqu,LW_IN_JSB,1,0.06,6.54,0.78
FR-Lus,TA,1,-0,0.29,0.98
FR-Lus,PA,1,-0,0.01,1
FR-Lus,VPD,1,-0,0.41,0.93
FR-Lus,WS,1,-0.01,0.16,0.85
FR-Lus,P,1,-9999,-9999,-9999
FR-Lus,SW_IN,1,6.93,21.05,0.9
FR-Lus,LW_IN,1,0.01,4.56,0.87
FR-Lus,LW_IN_JSB,1,-0.01,6.03,0.82
FR-Mau,TA,1,-0,1.05,0.94
FR-Mau,PA,1,-0,0.13,0.9
FR-Mau,VPD,1,0,1.28,0.86
FR-Mau,WS,1,0.01,0.46,0.68
FR-Mau,P,1,-9999,-9999,-9999
FR-Mau,SW_IN,1,3.76,37.25,0.92
FR-Mau,LW_IN,1,-0.01,8.84,0.83
FR-Mau,LW_IN_JSB,1,-0.01,12.11,0.83
FR-Mej,TA,1,0,0.53,0.98
FR-Mej,PA,1,-0,0.1,0.97
FR-Mej,VPD,1,0,0.72,0.93
FR-Mej,WS,1,-0.06,0.29,0.8
FR-Mej,P,1,-9999,-9999,-9999
FR-Mej,SW_IN,1,6.62,37.86,0.91
FR-Mej,LW_IN,1,0,8.07,0.86
FR-Mej,LW_IN_JSB,1,0,10.23,0.82
FR-Nzn,TA,1,-0,0.63,0.97
FR-Nzn,PA,1,0,0.14,0.95
FR-Nzn,VPD,1,-0,0.59,0.94
FR-Nzn,WS,1,-0.04,0.33,0.83
FR-Nzn,P,1,-9999,-9999,-9999
FR-Nzn,SW_IN,1,5.68,42.16,0.9
FR-Nzn,LW_IN,1,0,9.16,0.86
FR-Nzn,LW_IN_JSB,1,0,11.57,0.81
FR-Pue,TA,1,-0,1.21,0.98
FR-Pue,PA,1,-0,0.19,0.92
FR-Pue,VPD,1,0,1.98,0.93
FR-Pue,WS,1,0.18,0.73,0.56
FR-Pue,P,1,-9999,-9999,-9999
FR-Pue,SW_IN,1,4.61,82.11,0.91
FR-Pue,LW_IN,1,0,13.03,0.91
FR-Pue,LW_IN_JSB,1,0,21.05,0.86
FR-Tou,TA,1,-0,0.56,0.98
FR-Tou,PA,1,-0,0.03,1
FR-Tou,VPD,1,-0,0.98,0.95
FR-Tou,WS,1,0,0.49,0.78
FR-Tou,P,1,-9999,-9999,-9999
FR-Tou,SW_IN,1,8.1,45.02,0.9
FR-Tou,LW_IN,1,0,8.53,0.88
FR-Tou,LW_IN_JSB,1,0,11.24,0.86
GF-Guy,TA,1,-0,0.67,0.85
GF-Guy,PA,1,-0,0.06,0.86
GF-Guy,VPD,1,-0,1.51,0.83
GF-Guy,WS,1,0.06,0.67,0.62
GF-Guy,P,1,-9999,-9999,-9999
GF-Guy,SW_IN,1,11.61,95.29,0.87
GF-Guy,LW_IN,1,0.01,7.79,0.54
GF-Guy,LW_IN_JSB,1,-0,17.44,0.25
GH-Ank,TA,1,0,0.26,0.82
GH-Ank,PA,1,0,0.02,0.87
GH-Ank,VPD,1,0,0.59,0.78
GH-Ank,WS,1,0.13,0.17,0.52
GH-Ank,P,1,-9999,-9999,-9999
GH-Ank,SW_IN,1,9.38,28.44,0.84
GH-Ank,LW_IN,1,0.08,2.7,0.5
GH-Ank,LW_IN_JSB,1,-0.07,4.08,0.27
GL-Dsk,TA,1,-0,0.64,0.97
GL-Dsk,PA,1,-0,0.04,1
GL-Dsk,VPD,1,-0,0.35,0.74
GL-Dsk,WS,1,0.2,0.57,0.67
GL-Dsk,P,-9999,-9999,-9999,-9999
GL-Dsk,SW_IN,1,2.09,25.45,0.9
GL-Dsk,LW_IN,1,-0,9.1,0.86
GL-Dsk,LW_IN_JSB,1,0,11.87,0.81
GL-NuF,TA,1,-0,0.74,0.96
GL-NuF,PA,1,-0,0.04,0.99
GL-NuF,VPD,1,-0,0.37,0.83
GL-NuF,WS,1,0.1,0.24,0.57
GL-NuF,P,1,-9999,-9999,-9999
GL-NuF,SW_IN,1,-0.25,30.08,0.89
GL-NuF,LW_IN,1,0.12,8.09,0.86
GL-NuF,LW_IN_JSB,1,-0.06,9.28,0.84
GL-ZaF,TA,1,0,0.46,0.97
GL-ZaF,PA,1,-0,0.04,0.98
GL-ZaF,VPD,1,-0,0.17,0.75
GL-ZaF,WS,1,-0.02,0.76,0.29
GL-ZaF,P,1,-9999,-9999,-9999
GL-ZaF,SW_IN,1,-1.36,12,0.94
GL-ZaF,LW_IN,1,0,4.2,0.92
GL-ZaF,LW_IN_JSB,1,0.01,6.24,0.85
GL-ZaH,TA,1,-0,0.77,0.97
GL-ZaH,PA,1,-0,0.06,0.97
GL-ZaH,VPD,1,-0,0.31,0.74
GL-ZaH,WS,1,0.02,0.32,0.61
GL-ZaH,P,1,-9999,-9999,-9999
GL-ZaH,SW_IN,1,-1.64,17.63,0.93
GL-ZaH,LW_IN,1,0.01,7.59,0.9
GL-ZaH,LW_IN_JSB,1,0,11.53,0.83
HK-MPM,TA,1,0,0.3,0.98
HK-MPM,PA,1,0,0.04,0.96
HK-MPM,VPD,1,0.01,0.82,0.73
HK-MPM,WS,1,0.1,0.15,0.61
HK-MPM,P,1,-9999,-9999,-9999
HK-MPM,SW_IN,1,9.96,32.4,0.85
HK-MPM,LW_IN,-9999,-9999,-9999,-9999
HK-MPM,LW_IN_JSB,1,-0.1,6.96,0.85
ID-JOP,TA,1,0,0.87,0.77
ID-JOP,PA,1,-0,0.08,0.48
ID-JOP,VPD,1,0,1.61,0.78
ID-JOP,WS,1,0.18,0.34,0.44
ID-JOP,P,1,-9999,-9999,-9999
ID-JOP,SW_IN,1,15.45,70.41,0.85
ID-JOP,LW_IN,1,0,5,0.67
ID-JOP,LW_IN_JSB,1,-0.01,9.68,0.43
ID-PaB,TA,1,-0,1.34,0.75
ID-PaB,PA,-9999,-9999,-9999,-9999
ID-PaB,VPD,1,0,2.76,0.76
ID-PaB,WS,1,0.11,0.39,0.24
ID-PaB,P,1,-9999,-9999,-9999
ID-PaB,SW_IN,1,13.55,80.27,0.85
ID-PaB,LW_IN,-9999,-9999,-9999,-9999
ID-PaB,LW_IN_JSB,1,0,12.72,0.52
ID-PaD,TA,1,0,1.02,0.8
ID-PaD,PA,-9999,-9999,-9999,-9999
ID-PaD,VPD,1,0,2.34,0.8
ID-PaD,WS,1,0.23,0.63,0.35
ID-PaD,P,1,-9999,-9999,-9999
ID-PaD,SW_IN,1,13.4,89.48,0.85
ID-PaD,LW_IN,-9999,-9999,-9999,-9999
ID-PaD,LW_IN_JSB,1,-0,12.8,0.41
ID-Pag,TA,1,0,1.02,0.79
ID-Pag,PA,-9999,-9999,-9999,-9999
ID-Pag,VPD,1,0,2.11,0.81
ID-Pag,WS,1,0.16,0.45,0.35
ID-Pag,P,1,-9999,-9999,-9999
ID-Pag,SW_IN,1,12.48,80.77,0.86
ID-Pag,LW_IN,-9999,-9999,-9999,-9999
ID-Pag,LW_IN_JSB,1,-0,12.73,0.4
IE-CaC,TA,1,0,0.52,0.95
IE-CaC,PA,-9999,-9999,-9999,-9999
IE-CaC,VPD,1,0,0.42,0.85
IE-CaC,WS,1,-0.02,0.34,0.78
IE-CaC,P,1,-9999,-9999,-9999
IE-CaC,SW_IN,1,8.01,30,0.85
IE-CaC,LW_IN,-9999,-9999,-9999,-9999
IE-CaC,LW_IN_JSB,1,0,7.91,0.77
IE-CaN,TA,1,0,0.52,0.95
IE-CaN,PA,-9999,-9999,-9999,-9999
IE-CaN,VPD,1,0,0.42,0.85
IE-CaN,WS,1,-0.02,0.34,0.78
IE-CaN,P,1,-9999,-9999,-9999
IE-CaN,SW_IN,1,8.01,30,0.85
IE-CaN,LW_IN,-9999,-9999,-9999,-9999
IE-CaN,LW_IN_JSB,1,0,7.91,0.77
IE-Cra,TA,1,-0,0.31,0.97
IE-Cra,PA,-9999,-9999,-9999,-9999
IE-Cra,VPD,1,0,0.33,0.89
IE-Cra,WS,1,-0.15,0.5,0.87
IE-Cra,P,-9999,-9999,-9999,-9999
IE-Cra,SW_IN,1,5.14,19.9,0.92
IE-Cra,LW_IN,-9999,-9999,-9999,-9999
IE-Cra,LW_IN_JSB,1,-0,7.29,0.78
IE-Gwr,TA,1,0.01,0.24,0.83
IE-Gwr,PA,1,-0,0.01,1
IE-Gwr,VPD,1,0.01,0.13,0.82
IE-Gwr,WS,1,-0.07,0.09,0.82
IE-Gwr,P,-9999,-9999,-9999,-9999
IE-Gwr,SW_IN,1,5.59,7.47,0.86
IE-Gwr,LW_IN,-9999,-9999,-9999,-9999
IE-Gwr,LW_IN_JSB,1,0.11,2.59,0.67
IL-RmH,TA,1,-0,0.52,0.93
IL-RmH,PA,1,-0,0.1,0.7
IL-RmH,VPD,1,-0,0.83,0.85
IL-RmH,WS,1,0.17,0.31,0.75
IL-RmH,P,1,-9999,-9999,-9999
IL-RmH,SW_IN,1,7.98,25.11,0.91
IL-RmH,LW_IN,1,0,3.83,0.85
IL-RmH,LW_IN_JSB,1,-0,6.61,0.83
IL-Yat,TA,1,0,4.69,0.71
IL-Yat,PA,1,0,0.16,0.73
IL-Yat,VPD,1,0,3.78,0.83
IL-Yat,WS,1,0.34,0.86,0.59
IL-Yat,P,1,-9999,-9999,-9999
IL-Yat,SW_IN,1,8.2,88.67,0.93
IL-Yat,LW_IN,1,0.01,13.91,0.8
IL-Yat,LW_IN_JSB,1,-0,16.21,0.84
IT-Arz,TA,1,-0,0.96,0.96
IT-Arz,PA,1,0,0.13,0.91
IT-Arz,VPD,1,-0,1.41,0.88
IT-Arz,WS,1,0.26,0.44,0.29
IT-Arz,P,-9999,-9999,-9999,-9999
IT-Arz,SW_IN,1,4.33,42.45,0.92
IT-Arz,LW_IN,1,0.01,8.71,0.91
IT-Arz,LW_IN_JSB,1,-0.03,11.57,0.9
IT-BCi,TA,1,-0,1.96,0.9
IT-BCi,PA,1,-0,0.36,0.65
IT-BCi,VPD,1,0,2.83,0.67
IT-BCi,WS,1,0.25,0.87,0.56
IT-BCi,P,1,-9999,-9999,-9999
IT-BCi,SW_IN,1,6.42,65.58,0.92
IT-BCi,LW_IN,1,0,10.95,0.84
IT-BCi,LW_IN_JSB,1,-0.03,20.58,0.8
IT-BFt,TA,1,-0,0.57,0.99
IT-BFt,PA,1,-0,0.02,1
IT-BFt,VPD,1,-0,1.14,0.93
IT-BFt,WS,1,0.29,0.39,0.65
IT-BFt,P,1,-9999,-9999,-9999
IT-BFt,SW_IN,1,2.39,33.2,0.91
IT-BFt,LW_IN,1,0,4.48,0.89
IT-BFt,LW_IN_JSB,1,0,13.15,0.86
IT-BsB,TA,1,0,0.68,0.94
IT-BsB,PA,-9999,-9999,-9999,-9999
IT-BsB,VPD,1,0,0.89,0.79
IT-BsB,WS,1,0.17,0.26,0.35
IT-BsB,P,1,-9999,-9999,-9999
IT-BsB,SW_IN,1,1.51,36.88,0.88
IT-BsB,LW_IN,1,-0,5.51,0.91
IT-BsB,LW_IN_JSB,1,-0.05,8.37,0.85
IT-Bsn,TA,1,-0,0.41,0.95
IT-Bsn,PA,-9999,-9999,-9999,-9999
IT-Bsn,VPD,1,0,0.46,0.83
IT-Bsn,WS,1,0.14,0.1,0.45
IT-Bsn,P,1,-9999,-9999,-9999
IT-Bsn,SW_IN,1,1.02,19.9,0.88
IT-Bsn,LW_IN,1,-0,3.51,0.89
IT-Bsn,LW_IN_JSB,1,0.01,5.45,0.85
IT-CA1,TA,1,0,0.72,0.93
IT-CA1,PA,1,0,0.05,0.94
IT-CA1,VPD,1,-0,0.98,0.88
IT-CA1,WS,1,0.2,0.29,0.7
IT-CA1,P,1,-9999,-9999,-9999
IT-CA1,SW_IN,1,7.92,29.72,0.92
IT-CA1,LW_IN,1,0,5.06,0.9
IT-CA1,LW_IN_JSB,1,-0.03,6.67,0.88
IT-CA2,TA,1,0,0.64,0.94
IT-CA2,PA,1,0,0.05,0.93
IT-CA2,VPD,1,-0,0.97,0.88
IT-CA2,WS,1,0.15,0.29,0.76
IT-CA2,P,1,-9999,-9999,-9999
IT-CA2,SW_IN,1,7.77,28.99,0.92
IT-CA2,LW_IN,1,-0.01,4.75,0.9
IT-CA2,LW_IN_JSB,1,-0.11,6.09,0.89
IT-CA3,TA,1,0,0.64,0.95
IT-CA3,PA,1,-0,0.04,0.98
IT-CA3,VPD,1,-0,0.9,0.89
IT-CA3,WS,1,0.17,0.23,0.67
IT-CA3,P,1,-9999,-9999,-9999
IT-CA3,SW_IN,1,7.65,27.58,0.92
IT-CA3,LW_IN,1,0.01,5.02,0.89
IT-CA3,LW_IN_JSB,1,-0.02,6.6,0.88
IT-Cp2,TA,1,-0,1.43,0.9
IT-Cp2,PA,1,-0,0.45,0.62
IT-Cp2,VPD,1,0,1.65,0.71
IT-Cp2,WS,1,0.22,0.55,0.62
IT-Cp2,P,1,-9999,-9999,-9999
IT-Cp2,SW_IN,1,4.58,53.42,0.92
IT-Cp2,LW_IN,1,-0,7.41,0.88
IT-Cp2,LW_IN_JSB,1,-0.01,14.63,0.84
IT-Cpz,TA,1,-0,1.03,0.93
IT-Cpz,PA,1,0,0.23,0.73
IT-Cpz,VPD,1,-0,1.27,0.76
IT-Cpz,WS,1,0.24,0.36,0.66
IT-Cpz,P,1,-9999,-9999,-9999
IT-Cpz,SW_IN,1,6.13,43.21,0.92
IT-Cpz,LW_IN,-9999,-9999,-9999,-9999
IT-Cpz,LW_IN_JSB,1,0,12.02,0.79
IT-Lav,TA,1,-0,1.6,0.93
IT-Lav,PA,1,-0,0.07,0.99
IT-Lav,VPD,1,-0,1.54,0.64
IT-Lav,WS,1,0.14,0.39,0.26
IT-Lav,P,1,-9999,-9999,-9999
IT-Lav,SW_IN,1,5.23,72.6,0.88
IT-Lav,LW_IN,1,-0,16.77,0.85
IT-Lav,LW_IN_JSB,1,-0,19.32,0.84
IT-Lsn,TA,1,-0,0.76,0.98
IT-Lsn,PA,1,-0,0.03,1
IT-Lsn,VPD,1,-0,1.2,0.92
IT-Lsn,WS,1,0.05,0.31,0.65
IT-Lsn,P,1,-9999,-9999,-9999
IT-Lsn,SW_IN,1,6.24,47.52,0.91
IT-Lsn,LW_IN,1,0,8.2,0.93
IT-Lsn,LW_IN_JSB,1,0,13.17,0.9
IT-MBo,TA,1,0,1.67,0.94
IT-MBo,PA,1,-0,0.09,0.98
IT-MBo,VPD,1,0,1.26,0.66
IT-MBo,WS,1,0.25,0.82,0.17
IT-MBo,P,1,-9999,-9999,-9999
IT-MBo,SW_IN,1,6.1,75.18,0.88
IT-MBo,LW_IN,1,0,17.86,0.85
IT-MBo,LW_IN_JSB,1,0,18.97,0.86
IT-MtM,TA,1,-0.03,0.83,0.94
IT-MtM,PA,1,0,0.07,0.94
IT-MtM,VPD,1,-0.05,0.87,0.75
IT-MtM,WS,1,0.33,0.33,0.03
IT-MtM,P,1,-9999,-9999,-9999
IT-MtM,SW_IN,1,2.7,44.34,0.88
IT-MtM,LW_IN,1,0,8.73,0.85
IT-MtM,LW_IN_JSB,1,0.19,11.04,0.81
IT-MtP,TA,1,-0,0.8,0.94
IT-MtP,PA,1,-0,0.1,0.88
IT-MtP,VPD,1,0,0.84,0.74
IT-MtP,WS,1,0.43,0.44,0.22
IT-MtP,P,1,-9999,-9999,-9999
IT-MtP,SW_IN,1,2.98,39.2,0.89
IT-MtP,LW_IN,1,0,8.93,0.83
IT-MtP,LW_IN_JSB,1,0,10.68,0.81
IT-NiG,TA,1,0,0.91,0.91
IT-NiG,PA,1,0,0.02,0.99
IT-NiG,VPD,1,0,0.56,0.71
IT-NiG,WS,1,0.43,0.56,0.2
IT-NiG,P,1,-9999,-9999,-9999
IT-NiG,SW_IN,1,9.8,46.99,0.85
IT-NiG,LW_IN,1,0.15,7.73,0.82
IT-NiG,LW_IN_JSB,1,-0.09,7.82,0.85
IT-Niv,TA,1,0,0.5,0.9
IT-Niv,PA,1,-0,0.03,0.97
IT-Niv,VPD,1,0,0.47,0.61
IT-Niv,WS,1,0.24,0.31,0.57
IT-Niv,P,1,-9999,-9999,-9999
IT-Niv,SW_IN,1,11.71,31.63,0.87
IT-Niv,LW_IN,-9999,-9999,-9999,-9999
IT-Niv,LW_IN_JSB,1,-0.07,5.23,0.8
IT-Noe,TA,1,-0,0.82,0.85
IT-Noe,PA,1,-0,0.01,0.99
IT-Noe,VPD,1,0,0.67,0.83
IT-Noe,WS,1,0.06,0.18,0.74
IT-Noe,P,1,-9999,-9999,-9999
IT-Noe,SW_IN,1,6.88,25.11,0.91
IT-Noe,LW_IN,1,0.01,4.04,0.86
IT-Noe,LW_IN_JSB,1,0.03,8.14,0.79
IT-PT1,TA,1,0,0.47,0.98
IT-PT1,PA,1,0,0.05,0.96
IT-PT1,VPD,1,0,0.72,0.85
IT-PT1,WS,1,0.11,0.18,0.57
IT-PT1,P,1,-9999,-9999,-9999
IT-PT1,SW_IN,1,2.06,24.23,0.92
IT-PT1,LW_IN,-9999,-9999,-9999,-9999
IT-PT1,LW_IN_JSB,1,-0,7.14,0.86
IT-Ren,TA,1,-0,2.17,0.92
IT-Ren,PA,1,0.01,0.14,0.96
IT-Ren,VPD,1,0.02,1.5,0.72
IT-Ren,WS,1,0.12,1.25,0.31
IT-Ren,P,1,-9999,-9999,-9999
IT-Ren,SW_IN,1,3.86,88.92,0.87
IT-Ren,LW_IN,1,0.03,18.16,0.82
IT-Ren,LW_IN_JSB,1,-0.29,21.78,0.84
IT-Ro1,TA,1,-0,0.93,0.95
IT-Ro1,PA,1,-0,0.11,0.92
IT-Ro1,VPD,1,-0,1.41,0.89
IT-Ro1,WS,1,0.24,0.43,0.74
IT-Ro1,P,1,-9999,-9999,-9999
IT-Ro1,SW_IN,1,6.48,43.6,0.91
IT-Ro1,LW_IN,1,-0,3.06,0.9
IT-Ro1,LW_IN_JSB,1,0.01,11.53,0.85
IT-Ro2,TA,1,-0,1.14,0.94
IT-Ro2,PA,1,-0,0.07,0.94
IT-Ro2,VPD,1,-0,1.8,0.85
IT-Ro2,WS,1,0.16,0.33,0.7
IT-Ro2,P,1,-9999,-9999,-9999
IT-Ro2,SW_IN,1,6.68,50.74,0.91
IT-Ro2,LW_IN,1,-0,3.91,0.85
IT-Ro2,LW_IN_JSB,1,-0.05,12.55,0.85
IT-SR2,TA,1,-0,1.02,0.95
IT-SR2,PA,1,0,0.03,1
IT-SR2,VPD,1,-0,1.32,0.8
IT-SR2,WS,1,0.23,0.41,0.53
IT-SR2,P,1,-9999,-9999,-9999
IT-SR2,SW_IN,1,4.69,52.63,0.92
IT-SR2,LW_IN,1,-0,8.97,0.9
IT-SR2,LW_IN_JSB,1,-0.01,13.97,0.87
IT-SRo,TA,1,-0,1.44,0.93
IT-SRo,PA,1,-0,0.14,0.93
IT-SRo,VPD,1,-0,1.39,0.79
IT-SRo,WS,1,0.29,0.55,0.51
IT-SRo,P,1,-9999,-9999,-9999
IT-SRo,SW_IN,1,3.58,58.38,0.91
IT-SRo,LW_IN,1,0,6.65,0.86
IT-SRo,LW_IN_JSB,1,-0,15.77,0.83
IT-Tor,TA,1,0,1.68,0.92
IT-Tor,PA,1,0,0.03,1
IT-Tor,VPD,1,0,1.15,0.73
IT-Tor,WS,1,0.23,0.61,0.33
IT-Tor,P,1,-9999,-9999,-9999
IT-Tor,SW_IN,1,4.5,76.27,0.88
IT-Tor,LW_IN,1,-0,15.8,0.82
IT-Tor,LW_IN_JSB,1,-0.01,16.93,0.83
IT-TrF,TA,1,-0,1.5,0.91
IT-TrF,PA,1,0,0.04,1
IT-TrF,VPD,1,0,1.18,0.69
IT-TrF,WS,1,0.22,0.55,0.41
IT-TrF,P,1,-9999,-9999,-9999
IT-TrF,SW_IN,1,5.41,68.17,0.88
IT-TrF,LW_IN,1,0,13.97,0.81
IT-TrF,LW_IN_JSB,1,-0,14.74,0.83
JP-Api,TA,1,-0,1.47,0.97
JP-Api,PA,1,-0,0.13,0.96
JP-Api,VPD,1,-0,1.44,0.67
JP-Api,WS,1,0.12,1.11,0.66
JP-Api,P,-9999,-9999,-9999,-9999
JP-Api,SW_IN,1,8.96,85.44,0.86
JP-Api,LW_IN,1,-0,19.02,0.89
JP-Api,LW_IN_JSB,1,-0.01,18.53,0.92
JP-BBY,TA,1,0,0.78,0.98
JP-BBY,PA,1,0,0.03,0.99
JP-BBY,VPD,1,0,0.72,0.87
JP-BBY,WS,1,0.17,0.56,0.56
JP-BBY,P,-9999,-9999,-9999,-9999
JP-BBY,SW_IN,1,4.22,42.61,0.89
JP-BBY,LW_IN,1,-0,11.03,0.88
JP-BBY,LW_IN_JSB,1,0,11.01,0.93
JP-Fhk,TA,1,-0,1.52,0.96
JP-Fhk,PA,1,0,0.17,0.88
JP-Fhk,VPD,1,-0,1.37,0.69
JP-Fhk,WS,1,0.18,0.72,0.37
JP-Fhk,P,1,-9999,-9999,-9999
JP-Fhk,SW_IN,1,10.29,83.25,0.86
JP-Fhk,LW_IN,1,-0,15.07,0.94
JP-Fhk,LW_IN_JSB,1,-0.01,16.99,0.94
JP-Fjy,TA,1,0,1.61,0.96
JP-Fjy,PA,1,0,0.04,0.98
JP-Fjy,VPD,1,-0,1.66,0.71
JP-Fjy,WS,1,0.11,0.51,0.45
JP-Fjy,P,1,-9999,-9999,-9999
JP-Fjy,SW_IN,1,10.23,86.51,0.87
JP-Fjy,LW_IN,1,0,13.84,0.94
JP-Fjy,LW_IN_JSB,1,0.01,17.64,0.94
JP-Fmt,TA,1,-0,0.76,0.98
JP-Fmt,PA,-9999,-9999,-9999,-9999
JP-Fmt,VPD,1,-0,1.09,0.88
JP-Fmt,WS,1,0.26,0.64,0.62
JP-Fmt,P,-9999,-9999,-9999,-9999
JP-Fmt,SW_IN,1,8.85,55.16,0.88
JP-Fmt,LW_IN,-9999,-9999,-9999,-9999
JP-Fmt,LW_IN_JSB,1,-0.03,13.26,0.93
JP-Hc2,TA,1,-0,0.34,0.89
JP-Hc2,PA,-9999,-9999,-9999,-9999
JP-Hc2,VPD,1,0,0.57,0.62
JP-Hc2,WS,1,0.03,0.13,0.61
JP-Hc2,P,-9999,-9999,-9999,-9999
JP-Hc2,SW_IN,1,9.42,18.58,0.88
JP-Hc2,LW_IN,-9999,-9999,-9999,-9999
JP-Hc2,LW_IN_JSB,1,0,3.77,0.84
JP-Hc3,TA,1,-0,0.77,0.94
JP-Hc3,PA,-9999,-9999,-9999,-9999
JP-Hc3,VPD,1,-0,0.67,0.56
JP-Hc3,WS,1,-0,0.24,0.6
JP-Hc3,P,-9999,-9999,-9999,-9999
JP-Hc3,SW_IN,1,8.37,29.03,0.88
JP-Hc3,LW_IN,-9999,-9999,-9999,-9999
JP-Hc3,LW_IN_JSB,1,0,6.48,0.91
JP-KaP,TA,1,0,0.08,0.98
JP-KaP,PA,1,0,0.01,0.98
JP-KaP,VPD,1,-0,0.13,0.88
JP-KaP,WS,1,0.16,0.06,0.7
JP-KaP,P,-9999,-9999,-9999,-9999
JP-KaP,SW_IN,1,6.34,6.35,0.9
JP-KaP,LW_IN,-9999,-9999,-9999,-9999
JP-KaP,LW_IN_JSB,1,-0.02,1.65,0.85
JP-Khw,TA,1,0,1.18,0.98
JP-Khw,PA,-9999,-9999,-9999,-9999
JP-Khw,VPD,1,0,1.65,0.88
JP-Khw,WS,1,0.06,0.28,0.42
