site_id,flux,location_lat,location_long,tower_value,model_value,n_tower_years,tower_carbon_src,tower_partition,n_models
JP-Khw,NEE,33.13658,130.70834,-901.1619677911117,-80.5210020865486,17,CUT,NA,17
JP-Kzw,NEE,36.406788,138.57257,-102.88823924303999,-73.0392915408811,8,VUT,NA,17
JP-MMF,NEE,44.321884,142.26152,-754.9711939254857,-49.570998650475644,8,VUT,NA,17
JP-Mse,NEE,36.05393,140.02693,-208.82345248602516,-77.57178246343801,8,VUT,NA,17
JP-NsC,NEE,36.915054,139.93684,-434.57039381768726,-71.281979827633,12,VUT,NA,17
JP-NsM,NEE,36.91604,139.936,-299.0193590194036,-71.24191625735068,12,VUT,NA,17
JP-Nuf,NEE,35.152416,136.9719,-205.75454065344007,-88.08932221732425,2,VUT,NA,17
JP-SMF,NEE,35.261528,137.07875,231.07132336344688,-84.11503536663395,13,VUT,NA,17
JP-Shn,NEE,35.865753,137.93256,-258.54684273216,-68.21069407272125,4,CUT,NA,17
JP-Spp,NEE,42.986843,141.38533,266.7570689005951,-53.163781079034834,19,VUT,NA,17
JP-Srk,NEE,40.565483,140.12779,-1045.72123924032,-79.97545022558643,6,VUT,NA,17
JP-Ta2,NEE,36.140038,137.37071,-700.3985370959314,-64.98909637585803,11,VUT,NA,17
JP-Tak,NEE,36.146168,137.42311,-368.46201713685264,-65.69632817256229,24,VUT,NA,17
JP-Tef,NEE,45.05581,142.10712,24.628496973254645,-47.32128311091742,23,VUT,NA,17
JP-Tmd,NEE,42.735912,141.52315,197.08221619889486,-58.51251810488793,19,VUT,NA,17
JP-Tmk,NEE,42.739307,141.51483,-311.58253393920006,-58.136241131352335,3,VUT,NA,17
JP-Toc,NEE,42.70973,141.5659,-604.50412165344,-61.235530950216116,4,VUT,NA,17
JP-Yms,NEE,34.79028,135.84094,-202.62486730743638,-77.9559233346049,24,VUT,NA,17
JP-Ynf,NEE,26.751,128.21266,-463.2725225478857,-57.23476969401054,10,VUT,NA,5
KE-Chk,NEE,-3.6663,38.350185,97.72951034879998,-56.73110441974336,3,VUT,NA,17
KE-Kpt,NEE,-1.6141866,37.13311,-265.83642827999995,-54.13071003578534,6,VUT,NA,17
KE-Mkt,NEE,-3.425859,38.140663,-389.91572650367993,-62.928402765568535,6,VUT,NA,17
KH-Kmp,NEE,12.744579,105.47857,-301.58255352960003,-108.0613285686768,4,CUT,NA,17
KR-AdC,NEE,36.50565,126.35909,-438.33375866879993,-83.68197946718954,4,VUT,NA,16
KR-CRK,NEE,38.2013,127.2497,41.81157342720001,-71.74420106183311,7,VUT,NA,17
KR-CmF,NEE,37.1599,127.65365,-186.37112088576004,-69.449861535026,7,VUT,NA,17
KR-GmR,NEE,35.74862,126.86432,-793.37449161216,-88.10847426667101,3,VUT,NA,17
KR-GmS,NEE,35.75089,126.81378,-516.4957161653759,-88.63232634309679,3,VUT,NA,17
KR-HPK,NEE,34.47722,126.48105,-717.6718533542399,-76.16638037323378,3,VUT,NA,17
KR-HcM,NEE,37.61938,127.84571,-587.8397240294399,-65.56888717639026,4,VUT,NA,17
KR-Hnm,NEE,34.5538,126.56992,145.83757443552003,-82.1090224750019,4,VUT,NA,17
KR-JjM,NEE,33.31798,126.56772,-654.750771397344,-74.71951522827146,4,VUT,NA,14
KR-Kw1,NEE,37.74843,127.16261,-383.62664896243194,-77.82116143963185,5,VUT,NA,17
KR-Kw2,NEE,37.74869,127.14888,216.07011880525437,-77.81787536174033,5,VUT,NA,17
KR-Nj1,NEE,35.02753,126.82093,62.69408035199998,-82.45861805776826,2,VUT,NA,17
KR-Nj2,NEE,35.0269,126.8219,-0.5666117184000008,-82.56502723579933,2,VUT,NA,17
KR-PcD,NEE,37.48184,128.51604,-296.82133027776,-77.71503484625828,4,VUT,NA,17
KR-SmM,NEE,37.93894,126.95471,-432.2250043330011,-64.71244556609759,7,VUT,NA,17
KR-UAO,NEE,36.41682,128.79904,4.971302553599999,-74.1655826341239,3,VUT,NA,17
KR-WdE,NEE,34.35956,126.67779,-435.03754440959995,-80.20693795013017,4,VUT,NA,17
ML-Kem,NEE,15.2875,-1.543056,-479.86369982208,-24.715299793950976,3,VUT,NA,17
MN-Hst,NEE,47.59293,105.85497,54.525096324864,-11.294850639498975,6,VUT,NA,17
MN-Kbu,NEE,47.21397,108.737335,-503.78496538751995,-6.66700754985618,6,VUT,NA,17
MN-Nkh,NEE,47.693592,107.48934,-86.896159081344,-12.27692529591232,6,VUT,NA,17
MX-Aog,NEE,26.9968,-108.7892,36.629511795648014,-41.35310453959187,3,VUT,NA,17
MX-Tes,NEE,27.8446,-109.2977,-81.73643618534399,-35.76631571197345,5,VUT,NA,17
MY-LHP,NEE,4.201007,114.03908,-470.4403633385143,-82.88642101869164,11,VUT,NA,17
NL-Hrw,NEE,51.972466,5.641228,-29.221273018697154,-66.8296795056059,9,VUT,NA,17
NL-Loo,NEE,52.166447,5.74355,-501.61572964673564,-65.48924757473219,29,VUT,NA,17
NL-Vkp,NEE,51.980934,5.618825,-57.036860012641746,-66.35901791157164,12,VUT,NA,17
NO-And,NEE,69.1422,16.01975,-19.406212900605244,-17.3601611430486,7,VUT,NA,16
NO-Fns,NEE,60.59384,7.5271025,-0.35483250527999743,-13.185645563102184,7,VUT,NA,17
NO-Hur,NEE,60.37163,11.07949,-28.440028454399986,-69.23882180079158,2,VUT,NA,17
NZ-ADd,NEE,-43.64405,172.35465,-140.91909305241597,-46.455904148258014,5,VUT,NA,17
NZ-ADw,NEE,-43.64935,172.34952,-162.50983365513596,-46.45669706917238,8,VUT,NA,17
NZ-BFm,NEE,-43.593528,171.929611,-468.95507870975996,-46.359342393248426,4,VUT,NA,17
NZ-BFu,NEE,-43.591833,171.926833,-192.02673877631997,-46.4299692785612,3,VUT,NA,17
NZ-Cla,NEE,-43.78628,171.59558,-284.66626608,-47.43158131098335,4,VUT,NA,17
NZ-Kop,NEE,-37.387875,175.55389,-253.54277661599997,-76.20902464257006,4,VUT,NA,17
NZ-Lau,NEE,-45.038904,169.681109,-32.369706597394284,-47.48035816892957,7,VUT,NA,17
NZ-Oxf,NEE,-43.2609,172.21588,-140.54662630195202,-75.35680957530508,5,VUT,NA,17
NZ-ScF,NEE,-37.46,175.22,-316.58231901571196,-101.26476766031874,4,VUT,NA,17
PA-SPn,NEE,9.31814,-79.6346,-380.11162464,-81.82316666015458,3,VUT,NA,17
PA-SPs,NEE,9.31378,-79.63143,466.08453423360004,-82.6093913603529,3,VUT,NA,17
PE-QFR,NEE,-3.8344,-73.319,-361.38463286399985,-69.13068350013691,3,VUT,NA,17
PR-xGU,NEE,17.9696,-66.8687,-209.28225623039995,-99.77459312132487,6,VUT,NA,17
PR-xLA,NEE,18.0212,-67.0769,269.7732480384,-81.06697525765048,5,VUT,NA,17
RU-Ch2,NEE,68.61689,161.35089,-91.82001111338056,-7.479238336102753,8,VUT,NA,17
RU-Che,NEE,68.61304,161.34143,-67.33028657087998,-7.517385458572562,9,VUT,NA,17
RU-Fy2,NEE,56.4476,32.90188,59.41142964646765,-58.68177517627737,10,VUT,NA,17
RU-Fy4,NEE,56.4727,33.0413,-121.66424852544002,-65.70464506921053,6,VUT,NA,17
RU-Fyo,NEE,56.46153,32.922085,85.45125866626555,-59.62367119691794,27,VUT,NA,17
SD-Dem,NEE,13.2829,30.4783,-98.53604830079999,-24.182423677127417,3,VUT,NA,17
SE-Deg,NEE,64.18203,19.55654,-52.582974562368,-48.328302164558636,6,VUT,NA,17
SE-HfM,NEE,64.15955,19.551497,-9.706789681919998,-48.35573434780929,4,VUT,NA,17
SE-Hmr,NEE,64.15955,19.551497,-40.35984497855999,-48.35573434780929,4,VUT,NA,17
SE-Htm,NEE,56.09763,13.41897,-75.22947425417141,-88.56427872607719,7,VUT,NA,17
SE-Nor,NEE,60.0865,17.479504,355.1974638467657,-66.10104783899669,7,VUT,NA,17
SE-Ros,NEE,64.16522,19.79074,-277.26572613451884,-46.94643596487629,7,VUT,NA,17
SE-Srj,NEE,64.17498,19.56381,-5.1977659392,-48.28491016194516,4,VUT,NA,17
SE-St1,NEE,68.35415,19.050333,-113.68648362182401,-17.303434334746015,8,VUT,NA,17
SE-Sto,NEE,68.35594,19.045208,-51.44642881919998,-17.24948323869131,3,VUT,NA,17
SE-Svb,NEE,64.25611,19.7745,-109.85134585839714,-47.104741171076626,12,VUT,NA,17
SN-Dhr,NEE,15.40256,-15.43214,-191.14746065780074,-34.02023672659777,11,VUT,NA,17
SN-Nkr,NEE,14.49581,-16.45357,-311.2316240667429,-36.07489163849945,7,VUT,NA,17
TH-Kog,NEE,18.81267,98.90225,-1343.8132234559998,-108.96110878041554,7,CUT,NA,17
TH-Mae,NEE,18.42264,99.72025,-633.4879202829258,-90.2004696691397,11,VUT,NA,17
UK-AMo,NEE,55.792545,-3.2436917,-15.786354930895868,-59.36970733112861,22,VUT,NA,17
UK-BnB,NEE,54.82326,-6.66984,-100.83799280447998,-58.65352938904573,4,VUT,NA,17
UK-CCr,NEE,52.2542,-3.93357,-100.77852867840002,-64.33839520205265,3,VUT,NA,17
UK-GaB,NEE,55.10994,-6.529928,-80.26376341248,-49.23793919026093,3,VUT,NA,17
UK-Gnn,NEE,54.96185,-6.760763,-78.00610704768,-57.467423062278385,3,VUT,NA,17
UK-Gwr,NEE,54.85464,-5.988278,-147.51830059776003,-49.85011244288626,3,VUT,NA,17
UK-HgF,NEE,52.552177,0.515057,151.92720961919997,-97.99711484764077,2,VUT,NA,17
UK-HpF,NEE,52.24809,-0.0498267,-252.08246960639997,-98.01073696314484,2,VUT,NA,17
US-A03,NEE,70.4953,-149.8823,-70.99109443337144,-4.759393077641789,7,VUT,NA,17
US-A10,NEE,71.3242,-156.6149,-97.91827915606689,-0.2785698276265691,11,CUT,NA,15
US-A39,NEE,36.3776,-96.069,-33.746937983999985,-66.70691820312095,1,VUT,NA,17
US-ABa,NEE,27.1301,-81.2011,-359.45060473728,-93.07270302039342,3,VUT,NA,17
US-ABb,NEE,27.1346,-81.2031,-158.28953606784,-93.16592808356836,3,VUT,NA,17
US-ABc,NEE,27.1633,-81.1873,-478.20485982528004,-93.28079197594775,3,VUT,NA,17
US-ABd,NEE,27.1699,-81.2152,-295.71361747775995,-93.90825054830952,3,VUT,NA,17
US-ABe,NEE,27.1656,-81.2161,-211.57338927744004,-93.85705113451672,3,VUT,NA,17
US-ADR,NEE,36.7653,-116.6933,-3.5546299027199986,-2.6149901598835115,6,VUT,NA,17
US-ALQ,NEE,46.0308,-89.6067,-183.16310262720685,-65.56200949348772,11,CUT,NA,17
US-AR1,NEE,36.4267,-99.42,55.128808820159996,-62.740312272198366,4,VUT,NA,17
US-AR2,NEE,36.6358,-99.5975,-37.76028268464,-60.81548402643455,4,VUT,NA,17
US-ARM,NEE,36.6058,-97.4888,-176.56720922877167,-91.52908276581013,23,VUT,NA,17
US-ARb,NEE,35.5497,-98.0402,42.15922940159997,-75.80077667460841,2,VUT,NA,17
US-ARc,NEE,35.5465,-98.04,-12.140447961600017,-75.69436207457488,2,VUT,NA,17
US-Akn,NEE,33.3825,-81.5653,-707.76898524864,-116.60336288763892,7,CUT,NA,17
US-Aud,NEE,31.5907,-110.5104,148.89291666502555,-11.532419636217185,22,VUT,NA,17
US-BRG,NEE,39.2167,-86.5406,-108.07584433919999,-96.12714392595558,4,VUT,NA,17
US-BZB,NEE,64.6955,-148.3208,5.509297427283112,-32.95227878405069,14,VUT,NA,17
US-BZF,NEE,64.7013,-148.3121,64.14326152875131,-32.93775157168966,14,VUT,NA,17
US-BZo,NEE,64.6936,-148.33,-46.869193543474296,-32.98195041502072,8,VUT,NA,17
US-Bar,NEE,44.0646,-71.2881,-192.2570704346922,-66.67410127674702,20,VUT,NA,17
US-Bi1,NEE,38.0992,-121.4993,0.9447424510628792,-30.431886394271714,9,VUT,NA,17
US-Bi2,NEE,38.1091,-121.5351,1633.06550196,-31.012486198477404,9,VUT,NA,17
US-CF1,NEE,46.7815,-117.0821,-210.11682974688006,-39.50358195297065,5,VUT,NA,17
US-CF2,NEE,46.784,-117.0908,-186.59633321663998,-39.482865693270696,4,VUT,NA,17
US-CF3,NEE,46.7551,-117.1261,-219.9454418304,-39.28956063420753,5,VUT,NA,17
US-CF4,NEE,46.7518,-117.1285,-170.04183577919997,-39.27074565479268,5,VUT,NA,17
US-CGG,NEE,37.938,-121.9761,69.96747028031999,-38.10614474269903,6,VUT,NA,17
US-CLF,NEE,40.6366,-77.9424,0.7564934476799827,-77.31941574817279,3,CUT,NA,17
US-CMW,NEE,31.6637,-110.1777,-281.00792063370403,-6.004548799450333,21,VUT,NA,17
US-CRK,NEE,31.4629,-95.3415,-137.3816800656,-97.53966084575245,4,VUT,NA,17
US-CRT,NEE,41.6285,-83.3471,-64.06447749120001,-61.50956276507088,3,VUT,NA,17
US-CdM,NEE,37.5241,-109.7471,-159.58147697793794,-6.686530036348984,6,VUT,NA,17
US-Ced,NEE,39.8379,-74.3791,-99.47477537794285,-67.40501904766143,10,VUT,NA,17
US-ChR,NEE,35.9311,-84.3324,-791.6265445973718,-97.42926322476887,14,VUT,NA,17
US-Cop,NEE,38.09,-109.39,-33.278224111487994,-8.073386301066051,5,VUT,NA,17
US-Cst,NEE,33.0442,-91.9204,-472.05229425984,-126.32330232003596,5,VUT,NA,17
US-Cwt,NEE,35.0592,-83.4275,397.42277090530905,-111.04155119204074,14,CUT,NA,17
US-DFC,NEE,43.3448,-89.7117,-590.432445989321,-61.072472525290095,7,VUT,NA,17
US-DPW,NEE,28.0521,-81.4361,-157.05458578944,-85.72342790734683,3,VUT,NA,17
US-DS2,NEE,38.1375,-121.514,701.8226769600001,-30.688247897491465,4,VUT,NA,17
US-DS3,NEE,38.1235,-121.549,203.39275962239998,-31.222762909168978,5,VUT,NA,17
US-Dix,NEE,39.9712,-74.4346,2.600047330560006,-62.274533680324566,4,VUT,NA,17
US-Dk1,NEE,35.9712,-79.0934,16.58443765412572,-94.25016433237352,8,VUT,NA,17
US-Dk2,NEE,35.9736,-79.1004,-928.3378918130742,-94.30062759021348,8,VUT,NA,17
US-Dk3,NEE,35.9782,-79.0942,-1023.1466166769371,-94.34481803961171,8,VUT,NA,17
US-Dmg,NEE,38.0015,-121.6691,-763.3178159961601,-33.69162640651041,5,VUT,NA,17
US-EA4,NEE,29.6633,-98.3816,-53.42534791488,-69.02771414215977,4,CUT,NA,17
US-EDN,NEE,37.6156,-122.114,-501.25744296493707,-26.67077578725207,7,VUT,NA,17
US-EKH,NEE,36.8094,-121.7523,-198.71042871168,-46.7555606983442,3,VUT,NA,17
US-EKP,NEE,36.8558,-121.7488,-26.848843545600033,-44.6988448967486,3,VUT,NA,17
US-EML,NEE,63.8784,-149.2536,-16.444608340446308,-15.331010855910932,16,VUT,NA,17
US-Elm,NEE,25.5519,-80.7826,-4.83252674923924,-139.89529055514504,15,VUT,NA,17
US-Esm,NEE,25.4379,-80.5946,-105.22605549102255,-122.38980562010124,15,VUT,NA,17
US-EvM,NEE,25.3539,-80.381,-85.45918348800001,-98.36789198668794,4,VUT,NA,17
US-Fmf,NEE,35.1426,-111.7273,16.198149467519997,-15.342235868345227,6,VUT,NA,17
US-Fuf,NEE,35.089,-111.762,-44.48299191667199,-15.304823977018145,6,VUT,NA,17
US-Fwf,NEE,35.4454,-111.7718,71.007054153984,-11.272951031310356,6,VUT,NA,17
US-GLE,NEE,41.3665,-106.2399,-5.390472515950037,-27.814337547642822,16,VUT,NA,17
US-HB1,NEE,33.3455,-79.1957,-249.69136463999993,-81.31276448567723,7,VUT,NA,17
US-HB2,NEE,33.3242,-79.244,-597.9185538294857,-81.31276448567723,7,VUT,NA,17
US-HB3,NEE,33.3482,-79.2322,-6.007735491840018,-81.31276448567723,6,VUT,NA,17
US-HB4,NEE,33.2015,-79.2975,-138.049589483712,-81.31276448567723,5,VUT,NA,17
US-HBK,NEE,43.9397,-71.7181,-578.1816721110857,-61.203540018613694,9,VUT,NA,17
US-HWB,NEE,40.8608,-77.8488,-176.93069915519996,-76.05746739840606,4,VUT,NA,17
US-Ha1,NEE,42.5378,-72.1715,-303.81360740138524,-82.85426323494198,35,VUT,NA,17
US-Ho2,NEE,45.209,-68.747,-368.1635295481024,-65.80088317023524,27,CUT,NA,17
US-Hsm,NEE,38.2368,-122.0212,366.959060508672,-40.05216640467427,5,VUT,NA,17
US-IAB,NEE,42.0001,-93.7016,-166.31849054016004,-66.98264209402532,6,VUT,NA,17
US-IAC,NEE,41.9984,-93.7016,-383.493439872,-66.9523450014533,6,VUT,NA,17
US-IAM,NEE,41.9994,-93.7042,-586.8195995301119,-66.96637425862241,6,VUT,NA,17
US-ICh,NEE,68.6068,-149.2958,27.20287060831543,-9.060375650351716,19,VUT,NA,17
US-ICs,NEE,68.6058,-149.311,63.51063840388986,-9.333109915126713,18,VUT,NA,17
US-ICt,NEE,68.6063,-149.3041,5.6527450239085635,-9.1953600942648,18,VUT,NA,17
US-Jo1,NEE,32.582,-106.635,-147.7661266477262,-5.4294647531152975,13,VUT,NA,17
US-Jo2,NEE,32.5849,-106.6032,-164.626711161408,-5.753422933974349,10,CUT,NA,17
US-KFS,NEE,39.0561,-95.1907,-137.33253276591904,-95.81196638530014,11,VUT,NA,17
US-KLS,NEE,38.7745,-97.5684,-204.18287528275198,-83.84207917469416,8,VUT,NA,17
US-KPL,NEE,60.5382,-150.5061,-26.734641522912007,-24.458689517713083,4,VUT,NA,17
US-KS2,NEE,28.6086,-80.6715,-333.55321756992,-89.89777367650356,4,VUT,NA,17
US-Kon,NEE,39.0824,-96.5603,-133.8469265980207,-80.01837842499663,15,VUT,NA,17
US-LA2,NEE,29.8587,-90.2869,-373.47876239040005,-92.32275765832674,5,CUT,NA,17
US-LA3,NEE,29.4936,-89.9153,-670.07275780032,-50.16579230498746,4,VUT,NA,17
US-LS1,NEE,31.5615,-110.1403,-114.83466128985599,-8.461076205530674,5,VUT,NA,17
US-LS2,NEE,31.5659,-110.1344,-302.48310532176004,-8.173074018963433,5,VUT,NA,17
US-Los,NEE,46.0827,-89.9786,-110.7854603343644,-61.96884147433923,22,CUT,NA,17
US-MBP,NEE,47.5051,-93.4893,-248.99170744788765,-65.80329221559361,16,VUT,NA,17
US-MEF,NEE,39.1006,-105.1024,-91.07812933056,-25.515291325711075,2,VUT,NA,17
US-MMS,NEE,39.3232,-86.4133,-444.00390715135825,-96.21416782877282,25,VUT,NA,17
US-MN1,NEE,45.6168,-96.1269,-279.78754353881146,-50.21776249025538,8,VUT,NA,17
US-MN2,NEE,45.627,-96.1271,-105.83140302905144,-50.193638877613694,8,VUT,NA,17
US-MN3,NEE,45.6091,-96.1265,-399.9431228256,-50.236458164639544,5,VUT,NA,17
US-MOz,NEE,38.7441,-92.2,-382.2897640672255,-106.07740560963975,18,VUT,NA,17
US-Me3,NEE,44.3154,-121.6078,-58.6013861376,-50.76784030719796,6,VUT,NA,17
US-Me5,NEE,44.4372,-121.5668,-200.98375577279995,-54.04054429892062,3,VUT,NA,17
US-Me6,NEE,44.3232,-121.6044,-51.87179985301281,-51.19003924225672,16,VUT,NA,17
US-Me7,NEE,44.4534,-121.5619,455.74618792319995,-53.44948756859242,2,VUT,NA,17
US-Mo1,NEE,39.2298,-92.1167,-382.43502359279995,-78.4671007678603,10,VUT,NA,17
US-Mo2,NEE,38.9488,-91.9945,-35.672586549942864,-86.55904871813209,7,VUT,NA,17
US-Mo3,NEE,39.2322,-92.1493,-309.4406554896906,-78.51660735562155,8,VUT,NA,17
US-Mpj,NEE,34.4382,-106.2385,-90.06325470935576,-7.69652371168894,18,VUT,NA,17
US-Myb,NEE,38.0499,-121.765,-312.55538596957183,-35.16739395293689,15,VUT,NA,17
US-NC1,NEE,35.8118,-76.7119,19.658227533449143,-108.81943201293939,8,VUT,NA,17
US-NC2,NEE,35.803,-76.6685,-542.512023918486,-103.3007916344477,20,VUT,NA,17
US-NC3,NEE,35.799,-76.656,246.23256622348796,-101.69040400983158,8,VUT,NA,17
US-NC4,NEE,35.7817,-75.9135,-186.8951155980285,-70.50765350228085,14,CUT,NA,17
US-NR1,NEE,40.0329,-105.547,-178.6322933555517,-31.978847783900733,21,CUT,NA,17
US-NR3,NEE,40.052,-105.5864,368.06589143424003,-32.174173451393244,12,CUT,NA,17
US-Ne1,NEE,41.1651,-96.4766,-360.26576887211246,-66.8745670801506,24,VUT,NA,17
US-Ne2,NEE,41.1649,-96.4701,-364.48526220252324,-66.77930830097603,23,VUT,NA,17
US-Ne3,NEE,41.1797,-96.4397,-247.17159476074892,-65.9320170393633,24,VUT,NA,17
US-ONA,NEE,27.3836,-81.9509,-336.38580207277715,-90.15120189477216,7,VUT,NA,17
US-OWC,NEE,41.3793,-82.5124,-13.998982265279992,-70.29807254394518,9,CUT,NA,17
US-Oho,NEE,41.5545,-83.8438,-848.884814942976,-94.82378552777232,10,VUT,NA,17
US-PLo,NEE,42.7496,-70.9157,-176.5212372864,-56.168612459104736,2,VUT,NA,17
US-Prr,NEE,65.1237,-147.4876,18.02372102725682,-36.631286647918955,13,VUT,NA,17
US-RC1,NEE,46.7837,-117.0777,-360.2135343967487,-39.52141942755338,5,VUT,NA,17
US-RC2,NEE,46.7776,-117.0807,-356.4535997606401,-39.49969988656903,5,VUT,NA,17
US-RC4,NEE,46.758,-116.949,-355.55290673472,-39.92414788440237,5,VUT,NA,17
US-RC5,NEE,47.01,-119.248,-531.7999989983999,-20.22401773693825,3,VUT,NA,17
US-RGA,NEE,34.4159,-91.6733,-317.9325190031999,-108.72077113693967,4,VUT,NA,17
US-RGB,NEE,39.5782,-121.8579,-108.67361397120001,-31.29569904135053,4,VUT,NA,17
US-RGF,NEE,37.6995,-121.1369,-37.244660544000126,-25.690360432700118,2,VUT,NA,17
US-RGW,NEE,33.6216,-91.4306,-294.77066738688,-110.68200713847796,3,VUT,NA,17
US-RGo,NEE,39.6805,-122.0026,-163.32823217664,-29.955303209788212,4,VUT,NA,17
US-RRC,NEE,37.3344,-77.2065,323.5834306943999,-104.73431062752684,3,VUT,NA,17
US-Rls,NEE,43.1439,-116.7356,-6.530067638783997,-19.39691293916067,10,VUT,NA,17
US-Rms,NEE,43.0645,-116.7486,1.6202910239794264,-20.177642916309026,10,VUT,NA,17
US-Ro1,NEE,44.7143,-93.0898,-143.03380244592697,-46.173504222571296,13,VUT,NA,17
US-Ro2,NEE,44.7288,-93.0888,-251.03028784402284,-45.53197373815124,8,VUT,NA,17
US-Ro3,NEE,44.7217,-93.0893,-184.25744759808003,-45.558228993059515,4,VUT,NA,17
US-Ro4,NEE,44.6781,-93.0723,-292.99251274637504,-48.35690038640951,12,VUT,NA,17
US-Ro5,NEE,44.691,-93.0576,-220.602356251488,-48.35669245361396,8,VUT,NA,17
US-Ro6,NEE,44.6946,-93.0578,-206.93988217499654,-48.33905179969793,8,VUT,NA,17
US-Rpf,NEE,65.1198,-147.429,-0.2780063788082572,-37.239757839587355,17,VUT,NA,17
US-Rwe,NEE,43.0653,-116.7591,-82.05194067811199,-20.170792271063277,5,VUT,NA,17
US-Rwf,NEE,43.1207,-116.7231,-44.56513954787659,-19.521532187893428,10,VUT,NA,17
US-Rws,NEE,43.1675,-116.7132,-67.13562077999997,-19.034607538642888,10,VUT,NA,17
US-SD1,NEE,41.2048,-86.0296,68.8496925888,-88.06973376837618,3,VUT,NA,17
US-SD2,NEE,41.1785,-85.9977,56.59839214847995,-88.29013516376267,3,VUT,NA,17
US-SHC,NEE,39.4315,-120.2398,-68.77939355711999,-33.87883482755228,4,VUT,NA,17
US-SP1,NEE,29.7381,-82.2188,-342.4733204221366,-80.91296910663641,21,VUT,NA,17
US-SRC,NEE,31.9083,-110.8395,-50.58889174310401,-6.202349864988491,7,VUT,NA,17
US-SRG,NEE,31.7894,-110.8277,-9.18078032346353,-5.6873924786635826,18,VUT,NA,17
US-SRM,NEE,31.8214,-110.8661,39.10236241741615,-5.546327883139526,22,VUT,NA,17
US-SRS,NEE,31.8173,-110.8508,-173.13396046996112,-5.552358954553199,8,VUT,NA,17
US-SSH,NEE,40.6658,-77.9041,-484.3444010717952,-77.31897295938188,6,VUT,NA,17
US-Seg,NEE,34.3603,-106.7003,-12.772131641716012,-6.290374740338677,19,VUT,NA,17
US-Ses,NEE,34.335,-106.7448,-1.350850986933036,-7.036053154170759,18,VUT,NA,17
US-Slt,NEE,39.9138,-74.596,-95.87079846368229,-71.45411709943755,18,VUT,NA,17
US-Sne,NEE,38.0369,-121.7547,125.70821523071997,-35.08917476070155,5,VUT,NA,17
US-StJ,NEE,39.0882,-75.4372,-1.0094531903999986,-78.18928250314661,6,VUT,NA,17
US-Syv,NEE,46.2421,-89.3459,-16.689403610834383,-67.9539212382117,21,CUT,NA,17
US-TaS,NEE,25.1908,-80.6391,-430.4689969489919,-107.40635953786705,6,VUT,NA,17
US-Ton,NEE,38.4309,-120.966,-20.979627869037436,-37.3517527422523,25,VUT,NA,17
US-Tw3,NEE,38.1152,-121.6469,-109.15458633964799,-32.77022239286066,6,VUT,NA,17
US-Tw4,NEE,38.1027,-121.6413,-424.14272356398544,-32.73272032519287,11,VUT,NA,17
US-UC1,NEE,40.7536,-78.0056,-815.3796828239999,-76.56448863112519,6,VUT,NA,17
US-UC2,NEE,40.7559,-77.9998,-458.311293960192,-76.50049670181693,6,VUT,NA,17
US-UMd,NEE,45.5625,-84.6975,-403.3423944387952,-70.26591643269853,19,VUT,NA,17
US-UTV,NEE,40.1266,-109.9546,-332.8610438592,-8.970597080571409,3,VUT,NA,17
US-UTW,NEE,39.4453,-110.7288,-615.695827968,-11.680380719351888,4,VUT,NA,17
US-Uaf,NEE,64.8663,-147.8555,-109.04928898753025,-29.782070147250238,23,CUT,NA,17
US-UiA,NEE,40.0646,-88.1961,-460.4636423528228,-67.92558344973872,10,CUT,NA,17
US-UiB,NEE,40.0628,-88.1984,-879.1495764594044,-67.91122486481572,17,CUT,NA,17
US-UiC,NEE,40.0628,-88.1961,-209.35960952616645,-67.9140339917501,16,CUT,NA,17
US-UiD,NEE,40.0646,-88.1985,-362.83230482811416,-67.92266476267446,10,CUT,NA,17
US-UiE,NEE,40.0629,-88.2033,-403.46471875029937,-67.90588393561143,7,VUT,NA,17
US-UiF,NEE,40.0665,-88.2015,-740.261718728064,-67.93123736597045,6,VUT,NA,17
US-UiG,NEE,40.0629,-88.2009,-255.85073303040002,-67.90881449984249,6,VUT,NA,17
US-VT1,NEE,40.4064,-87.5214,-162.59873022719995,-70.26788398322128,3,VUT,NA,17
US-VT2,NEE,40.4018,-87.5213,-168.33144003839996,-70.2474270087555,3,VUT,NA,17
US-Var,NEE,38.4133,-120.9508,48.08873406223121,-37.50264041455739,26,VUT,NA,17
US-Vcm,NEE,35.8885,-106.5322,-95.57908596898105,-15.435814596700538,18,VUT,NA,17
US-Vcp,NEE,35.8641,-106.5965,-306.768616250026,-16.036951201172883,19,VUT,NA,17
US-WCr,NEE,45.8058,-90.0795,-321.87437750171785,-66.33076921983911,23,CUT,NA,17
US-WPT,NEE,41.4646,-82.9962,201.39889275648,-68.03304672835702,3,VUT,NA,17
US-WT1,NEE,34.3674,-101.8154,-81.68109859584,-22.30895303935972,2,VUT,NA,17
US-Whs,NEE,31.7438,-110.0522,18.86625869790316,-3.648951263236313,19,CUT,NA,17
US-Wjs,NEE,34.4258,-105.8617,-133.98937147273128,-8.995562431496012,19,VUT,NA,17
US-Wkg,NEE,31.7365,-109.9419,-5.627432643510858,-3.5170816239162264,22,VUT,NA,17
US-ZF2,NEE,40.7939,-87.5355,-124.9167125528064,-72.00592481638864,2,VUT,NA,17
US-xAB,NEE,45.7624,-122.3303,-21.50785889280001,-76.95868168476409,6,VUT,NA,17
